Order_ID,Order_Date,Category,Product,Quantity,Total_Sales_USD,Payment_Method,State
ORD-00345,2025-12-08,Sports,Dumbbell,1.0,934.4,Bank Transfer,FL
ORD-00346,2025-01-07,Electronics,Laptop,9.0,7527.89,Credit Card,IL
ORD-00347,2025-12-24,Home,Microwave,5.0,226.86,Bank Transfer,NY
ORD-00348,2025-04-09,Electronics,,9.0,2163.31,Apple Pay,TX
ORD-00349,2025-07-27,Home,Blender,2.0,1144.23,Bank Transfer,IL
ORD-00350,2025-02-11,Fashion,Sneakers,,,Credit Card,CA
ORD-00351,2025-01-29,Sports,Tent,7.0,5865.99,Credit Card,NY
ORD-00352,2025-06-19,Electronics,Headphones,7.0,6821.24,Credit Card,IL
ORD-00353,2025-12-21,Electronics,Smartphone,4.0,5415.54,Bank Transfer,TX
ORD-00354,2025-10-16,Electronics,Laptop,5.0,6754.91,Credit Card,NY
ORD-00355,2025-12-31,Home,Air Fryer,4.0,3555.25,Bank Transfer,CA
ORD-00356,2025-07-19,Home,Sofa,10.0,3758.99,Apple Pay,FL
ORD-00357,2025-06-27,Fashion,,9.0,10109.48,Credit Card,CA
ORD-00358,2025-11-11,Sports,Bike,2.0,,Bank Transfer,TX
ORD-00359,2025-07-02,Electronics,Tablet,8.0,5968.74,Bank Transfer,FL
ORD-00360,2025-11-13,Fashion,Jeans,7.0,1027.79,Apple Pay,NY
ORD-00361,2025-12-31,Electronics,Laptop,5.0,,PayPal,
ORD-00362,2025-06-07,Home,Desk,2.0,310.9,Bank Transfer,TX
ORD-00363,2025-08-09,Home,Air Fryer,3.0,447.6,Bank Transfer,IL
ORD-00364,2025-10-11,Sports,Treadmill,1.0,152.64,Credit Card,IL
ORD-00365,2025-07-18,Home,Blender,1.0,451.93,Credit Card,IL
ORD-00366,2025-07-14,Fashion,Jeans,9.0,,PayPal,NY
ORD-00367,2025-02-02,Home,Desk,5.0,3749.12,PayPal,FL
ORD-00368,2025-02-09,Home,Blender,5.0,3683.31,Apple Pay,TX
ORD-00369,2025-08-23,Fashion,T-shirt,10.0,9326.7,Credit Card,NY
ORD-00370,2025-11-14,Home,Air Fryer,7.0,3581.77,Bank Transfer,TX
ORD-00371,2025-11-30,Sports,Dumbbell,7.0,8588.33,PayPal,TX
ORD-00372,2025-04-01,Home,,4.0,2915.74,Bank Transfer,TX
ORD-00373,2025-06-16,Home,Blender,10.0,11773.22,Bank Transfer,
ORD-00374,2025-04-13,Sports,Dumbbell,2.0,2798.92,PayPal,IL
ORD-00375,2025-05-30,Electronics,Headphones,4.0,2675.65,Credit Card,FL
ORD-00376,2025-12-04,Sports,Bike,5.0,1890.96,PayPal,FL
ORD-00377,2025-09-03,Sports,Treadmill,8.0,11889.9,Bank Transfer,IL
ORD-00378,2025-07-04,Sports,,1.0,1190.27,Credit Card,CA
ORD-00379,2025-01-23,Fashion,Handbag,3.0,2932.68,Bank Transfer,TX
ORD-00380,2025-04-24,Sports,Treadmill,1.0,165.94,PayPal,FL
ORD-00381,2025-10-29,Home,Blender,8.0,9304.53,PayPal,TX
ORD-00382,2025-02-13,Electronics,Headphones,2.0,914.48,Credit Card,NY
ORD-00383,2025-04-16,Home,Desk,6.0,4163.35,,TX
ORD-00384,2025-08-20,Sports,Treadmill,8.0,8708.41,Apple Pay,CA
ORD-00385,2025-06-25,Home,Air Fryer,2.0,106.85,,NY
ORD-00386,2025-06-19,Fashion,Jeans,3.0,2510.48,Bank Transfer,FL
ORD-00387,2025-12-03,Fashion,T-shirt,3.0,887.56,Bank Transfer,FL
ORD-00388,2025-08-08,Electronics,Camera,4.0,2741.48,Bank Transfer,
ORD-00389,2025-02-02,Fashion,Sneakers,5.0,5667.21,,IL
ORD-00390,2025-02-28,Fashion,Handbag,6.0,1870.02,Apple Pay,
ORD-00391,2025-10-28,Home,Microwave,7.0,6473.16,Credit Card,TX
ORD-00392,2025-12-11,Home,Blender,,2753.41,Apple Pay,IL
ORD-00393,2025-06-06,Electronics,Smartphone,6.0,1166.61,Credit Card,NY
ORD-00394,2025-11-02,Home,Sofa,9.0,5354.33,PayPal,
ORD-00395,2025-10-03,Sports,Tent,3.0,2220.82,PayPal,IL
ORD-00396,2025-06-11,Fashion,T-shirt,5.0,1138.19,Bank Transfer,IL
ORD-00397,2025-04-10,Electronics,Tablet,1.0,737.22,Bank Transfer,IL
ORD-00398,2025-08-16,Sports,Tent,8.0,,Bank Transfer,NY
ORD-00399,2025-04-23,Electronics,Camera,1.0,1197.9,Apple Pay,CA
ORD-00400,2025-08-23,Home,Sofa,9.0,4025.09,Bank Transfer,IL
ORD-00401,2025-10-06,Electronics,Camera,2.0,832.95,,IL
ORD-00402,2025-08-06,Electronics,Headphones,9.0,,Credit Card,NY
ORD-00403,2025-02-14,Home,Air Fryer,,3271.73,Bank Transfer,CA
ORD-00404,2025-12-30,Fashion,Sneakers,10.0,10399.18,Bank Transfer,NY
ORD-00405,2025-10-19,Fashion,Sneakers,4.0,4848.21,Apple Pay,IL
ORD-00406,2025-12-27,Home,Microwave,9.0,2422.79,Apple Pay,TX
ORD-00407,2025-07-30,Home,Microwave,2.0,441.34,Credit Card,TX
ORD-00408,2025-06-14,Fashion,,4.0,945.76,PayPal,FL
ORD-00409,2025-11-18,Sports,Bike,10.0,9559.55,Bank Transfer,FL
ORD-00410,2025-05-23,Sports,Treadmill,2.0,1232.44,,FL
ORD-00411,2025-02-17,Sports,Dumbbell,10.0,236.6,Bank Transfer,TX
ORD-00412,2025-08-08,Electronics,Camera,7.0,2396.72,PayPal,
ORD-00413,2025-10-23,Home,Desk,5.0,2599.39,,IL
ORD-00414,2025-11-17,Sports,Dumbbell,,,Bank Transfer,CA
ORD-00415,2025-08-08,Electronics,Smartphone,8.0,5565.17,PayPal,NY
ORD-00416,2025-07-04,Home,Sofa,5.0,790.72,Apple Pay,CA
ORD-00417,2025-06-06,Home,Sofa,,606.59,PayPal,FL
ORD-00418,2025-02-09,Electronics,Laptop,1.0,,PayPal,
ORD-00419,2025-12-23,Fashion,Jeans,8.0,,Apple Pay,CA
ORD-00420,2025-07-16,Sports,Bike,8.0,998.61,,CA
ORD-00421,2025-03-12,Electronics,Tablet,6.0,7943.18,Bank Transfer,NY
ORD-00422,2025-11-09,Fashion,Jacket,9.0,,PayPal,FL
ORD-00423,2025-11-12,Home,Sofa,,4144.33,Bank Transfer,NY
ORD-00424,2025-10-29,Electronics,Laptop,3.0,3400.86,,TX
ORD-00425,2025-11-27,Sports,Dumbbell,3.0,1160.17,Credit Card,NY
ORD-00426,2025-11-07,Home,Air Fryer,5.0,1620.3,PayPal,FL
ORD-00427,2025-02-27,Home,Air Fryer,,3009.74,PayPal,FL
ORD-00428,2025-06-12,Electronics,Camera,1.0,1480.59,PayPal,FL
ORD-00429,2025-08-30,Sports,Dumbbell,9.0,9276.79,Credit Card,CA
ORD-00430,2025-01-31,Electronics,Laptop,5.0,1696.5,Bank Transfer,IL
ORD-00431,2025-07-25,Home,Microwave,7.0,4528.24,Credit Card,IL
ORD-00432,2025-09-19,Fashion,Handbag,2.0,957.32,PayPal,NY
ORD-00433,2025-11-29,Home,Blender,10.0,9587.55,Credit Card,TX
ORD-00434,2025-08-11,Sports,Bike,1.0,381.83,Credit Card,FL
ORD-00435,2025-12-29,Electronics,Tablet,3.0,590.33,PayPal,CA
ORD-00436,2025-05-13,Fashion,T-shirt,,4764.29,PayPal,TX
ORD-00437,2025-01-16,Fashion,Handbag,2.0,2323.43,Apple Pay,FL
ORD-00438,2025-10-23,Home,Microwave,2.0,818.33,Credit Card,FL
ORD-00439,2025-10-18,Sports,Yoga Mat,6.0,612.3,PayPal,TX
ORD-00440,2025-12-12,Fashion,Handbag,2.0,2687.03,Credit Card,NY
ORD-00441,2025-08-30,Electronics,Laptop,1.0,381.94,Apple Pay,FL
ORD-00442,2026-01-01,Fashion,Sneakers,1.0,838.24,Bank Transfer,NY
ORD-00443,2025-06-13,Home,Sofa,7.0,9628.26,Apple Pay,CA
ORD-00444,2025-01-27,Home,Air Fryer,9.0,9148.7,PayPal,NY
ORD-00445,2025-05-25,Electronics,Headphones,2.0,2635.89,Apple Pay,TX
ORD-00446,2025-04-13,Electronics,Camera,8.0,254.36,Apple Pay,IL
ORD-00447,2025-10-30,Home,Microwave,4.0,2826.45,Bank Transfer,NY
ORD-00448,2025-01-13,Fashion,Sneakers,1.0,1399.95,PayPal,IL
ORD-00449,2025-12-03,Home,Air Fryer,6.0,,Bank Transfer,TX
ORD-00450,2025-08-03,Electronics,Smartphone,9.0,13275.1,,CA
ORD-00451,2025-04-29,Fashion,Handbag,2.0,169.94,Bank Transfer,TX
ORD-00452,2025-03-10,Sports,Treadmill,10.0,1614.54,Bank Transfer,CA
ORD-00453,2025-05-14,Electronics,Headphones,3.0,1111.27,Apple Pay,FL
ORD-00454,2025-02-08,Home,Desk,8.0,3379.96,PayPal,NY
ORD-00455,2025-08-27,Electronics,Smartphone,,526.55,Apple Pay,FL
ORD-00456,2025-04-17,Electronics,Camera,6.0,8685.96,Bank Transfer,
ORD-00457,2025-12-18,Sports,,2.0,307.65,Apple Pay,IL
ORD-00458,2025-12-31,Electronics,Smartphone,6.0,1437.12,PayPal,TX
ORD-00459,2025-05-14,Sports,Yoga Mat,1.0,1022.23,PayPal,CA
ORD-00460,2025-05-08,Sports,Tent,9.0,10144.4,Credit Card,FL
ORD-00461,2025-04-24,Electronics,Smartphone,2.0,75.39,PayPal,NY
ORD-00462,2025-05-13,Sports,Dumbbell,2.0,1763.68,Credit Card,CA
ORD-00463,2025-02-17,Electronics,Smartphone,8.0,9742.1,Apple Pay,CA
ORD-00464,2025-10-21,Electronics,Headphones,1.0,268.62,Bank Transfer,FL
ORD-00465,2025-03-30,Sports,Treadmill,7.0,7218.09,Apple Pay,NY
ORD-00466,2025-03-18,Fashion,Handbag,,3400.48,Credit Card,IL
ORD-00467,2025-10-09,Fashion,Handbag,8.0,5037.99,Bank Transfer,CA
ORD-00468,2025-04-13,Electronics,Tablet,7.0,,PayPal,IL
ORD-00469,2025-09-06,Electronics,Headphones,6.0,4379.6,Apple Pay,IL
ORD-00470,2025-06-13,Home,Blender,5.0,1430.64,PayPal,CA
ORD-00471,2025-10-27,Home,,8.0,6428.48,,NY
ORD-00472,2025-01-29,Electronics,Smartphone,4.0,1657.84,PayPal,IL
ORD-00473,2025-10-31,Sports,,3.0,841.89,Apple Pay,TX
ORD-00474,2025-10-16,Electronics,Tablet,10.0,8541.38,PayPal,FL
ORD-00475,2025-01-29,Home,Sofa,8.0,609.49,PayPal,IL
ORD-00476,2025-06-19,Fashion,Jacket,9.0,6546.81,PayPal,NY
ORD-00477,2025-03-17,Home,Sofa,6.0,648.86,PayPal,CA
ORD-00478,2025-12-06,Home,Air Fryer,6.0,6376.3,Bank Transfer,IL
ORD-00479,2025-03-22,Electronics,Tablet,5.0,2487.26,Bank Transfer,FL
ORD-00480,2025-11-11,Home,Sofa,9.0,9418.22,Apple Pay,NY
ORD-00481,2025-05-31,Fashion,T-shirt,5.0,5531.56,PayPal,NY
ORD-00482,2025-10-18,Electronics,Camera,7.0,8953.84,Credit Card,NY
ORD-00483,2025-02-23,Home,Microwave,4.0,3866.71,Bank Transfer,NY
ORD-00484,2025-06-13,Home,Air Fryer,,2133.12,PayPal,CA
ORD-00485,2025-05-08,Home,Blender,1.0,412.51,Credit Card,TX
ORD-00486,2025-08-13,Home,Air Fryer,1.0,91.26,Bank Transfer,NY
ORD-00487,2025-07-12,Sports,,7.0,3778.75,Credit Card,
ORD-00488,2025-01-18,Fashion,Sneakers,8.0,1032.72,,CA
ORD-00489,2025-03-29,Home,Desk,2.0,259.63,,NY
ORD-00490,2025-11-11,Electronics,Camera,2.0,1040.33,Bank Transfer,CA
ORD-00491,2025-03-22,Sports,Bike,10.0,13368.35,Credit Card,CA
ORD-00492,2025-10-11,Home,Sofa,4.0,2502.94,Apple Pay,TX
ORD-00493,2025-10-20,Home,Sofa,2.0,186.92,Bank Transfer,NY
ORD-00494,2025-05-31,Electronics,Tablet,,652.86,Bank Transfer,NY
ORD-00495,2025-05-30,Electronics,Laptop,4.0,1091.33,Credit Card,FL
ORD-00496,2025-12-05,Electronics,Tablet,7.0,5018.98,Apple Pay,CA
ORD-00497,2025-07-09,Sports,Bike,6.0,7983.18,PayPal,FL
ORD-00498,2025-04-26,Electronics,Tablet,8.0,5666.29,Apple Pay,IL
ORD-00499,2025-06-26,Electronics,Smartphone,2.0,293.69,Bank Transfer,IL
ORD-00500,2025-09-25,Fashion,Jeans,1.0,1264.38,Bank Transfer,IL
ORD-00501,2025-02-10,Sports,Yoga Mat,4.0,2899.47,Bank Transfer,CA
ORD-00502,2025-03-27,Fashion,Jacket,8.0,2206.89,PayPal,NY
ORD-00503,2025-12-16,Fashion,Jacket,,951.9,Bank Transfer,NY
ORD-00504,2025-02-04,Fashion,Jeans,5.0,2466.15,,
ORD-00505,2025-09-24,Sports,Yoga Mat,6.0,7726.82,Bank Transfer,CA
ORD-00506,2025-10-18,Sports,Treadmill,7.0,1690.29,Credit Card,CA
ORD-00507,2025-07-30,Electronics,Tablet,9.0,11903.41,Apple Pay,FL
ORD-00508,2025-03-30,Sports,Yoga Mat,10.0,7201.09,Apple Pay,
ORD-00509,2025-07-25,Fashion,Jeans,10.0,10276.03,Credit Card,FL
ORD-00510,2025-05-18,Home,Sofa,1.0,1123.71,,CA
ORD-00511,2025-09-09,Home,Desk,5.0,,Credit Card,NY
ORD-00512,2025-06-14,Fashion,Handbag,8.0,9324.53,,FL
ORD-00513,2025-07-28,Electronics,Smartphone,8.0,2662.86,Bank Transfer,IL
ORD-00514,2025-02-03,Home,Air Fryer,,10722.65,Apple Pay,IL
ORD-00515,2025-01-15,Sports,,9.0,11892.71,PayPal,NY
ORD-00516,2025-01-26,Fashion,,,275.78,Apple Pay,NY
ORD-00517,2025-11-22,Home,Desk,8.0,,Credit Card,CA
ORD-00518,2025-04-01,Fashion,Handbag,8.0,7193.48,Bank Transfer,IL
ORD-00519,2025-05-13,Home,Desk,3.0,3779.18,Credit Card,TX
ORD-00520,2025-10-20,Electronics,Headphones,1.0,261.1,PayPal,
ORD-00521,2025-09-20,Fashion,Sneakers,,4921.75,Credit Card,CA
ORD-00522,2025-01-05,Sports,Bike,3.0,2729.07,PayPal,TX
ORD-00523,2025-06-28,Home,Desk,7.0,9417.2,Bank Transfer,TX
ORD-00524,2025-11-16,Fashion,T-shirt,5.0,5111.25,Bank Transfer,IL
ORD-00525,2025-07-11,Electronics,Laptop,9.0,13492.4,Apple Pay,TX
ORD-00526,2025-05-22,Electronics,Headphones,2.0,1035.4,Apple Pay,TX
ORD-00527,2025-05-04,Home,Desk,4.0,967.58,Credit Card,IL
ORD-00528,2025-12-02,Sports,Dumbbell,3.0,3262.5,Bank Transfer,TX
ORD-00529,2025-01-19,Home,Blender,7.0,,PayPal,TX
ORD-00530,2025-12-10,Fashion,Jeans,8.0,10893.27,Apple Pay,IL
ORD-00531,2025-02-19,Home,Sofa,9.0,2592.73,Bank Transfer,NY
ORD-00532,2025-06-21,Home,Microwave,3.0,4264.34,Credit Card,NY
ORD-00533,2025-06-19,Home,Sofa,5.0,3211.5,Apple Pay,TX
ORD-00534,2025-11-21,Home,Blender,2.0,,Credit Card,FL
ORD-00535,2025-07-15,Fashion,Jeans,2.0,2607.79,Apple Pay,FL
ORD-00536,2025-06-25,Electronics,Smartphone,3.0,4466.02,Bank Transfer,IL
ORD-00537,2025-04-03,Sports,Bike,6.0,7778.06,Credit Card,FL
ORD-00538,2025-01-03,Home,Sofa,6.0,5754.35,Bank Transfer,TX
ORD-00539,2025-09-08,Fashion,Sneakers,10.0,11514.36,Credit Card,NY
ORD-00540,2025-09-02,Sports,Tent,7.0,4584.7,,CA
ORD-00541,2025-01-08,Electronics,Camera,4.0,4405.5,Apple Pay,IL
ORD-00542,2025-05-08,Fashion,Jacket,1.0,947.5,PayPal,TX
ORD-00543,2025-10-29,Home,Sofa,2.0,1175.31,Apple Pay,NY
ORD-00544,2025-08-22,Electronics,Laptop,5.0,7118.63,Apple Pay,FL
ORD-00545,2025-04-07,Fashion,Handbag,8.0,,PayPal,FL
ORD-00546,2025-03-09,Electronics,Smartphone,4.0,4384.84,PayPal,CA
ORD-00547,2025-01-20,Fashion,Jacket,6.0,,Bank Transfer,
ORD-00548,2025-12-01,Electronics,Camera,1.0,999.72,Credit Card,CA
ORD-00549,2025-10-08,Electronics,Headphones,,4662.2,Apple Pay,FL
ORD-00550,2025-12-05,Fashion,Sneakers,1.0,,Credit Card,IL
ORD-00551,2025-08-03,Home,Microwave,10.0,10570.75,Credit Card,IL
ORD-00552,2025-09-12,Electronics,Tablet,2.0,2362.89,PayPal,
ORD-00553,2025-07-03,Fashion,Handbag,9.0,13141.95,Bank Transfer,TX
ORD-00554,2025-04-17,Fashion,Jacket,9.0,6791.44,Bank Transfer,TX
ORD-00555,2025-02-26,Fashion,Jacket,1.0,,Bank Transfer,NY
ORD-00556,2025-02-21,Electronics,Camera,2.0,2181.75,Apple Pay,NY
ORD-00557,2025-02-21,Sports,Dumbbell,5.0,3535.65,PayPal,CA
ORD-00558,2025-03-01,Home,,6.0,3902.84,Credit Card,CA
ORD-00559,2025-08-13,Electronics,Smartphone,3.0,,Apple Pay,CA
ORD-00560,2025-07-24,Home,Desk,3.0,565.41,Bank Transfer,TX
ORD-00561,2025-03-27,Sports,Tent,7.0,6862.05,Credit Card,NY
ORD-00562,2025-10-30,Electronics,Smartphone,2.0,1271.44,Bank Transfer,IL
ORD-00563,2025-07-03,Sports,Bike,10.0,,,NY
ORD-00564,2025-08-14,Sports,,2.0,,Credit Card,
ORD-00565,2025-12-14,Home,Desk,1.0,1062.76,PayPal,TX
ORD-00566,2025-12-06,Electronics,Headphones,4.0,2933.02,Bank Transfer,NY
ORD-00567,2025-08-29,Electronics,Laptop,3.0,2304.72,Bank Transfer,NY
ORD-00568,2025-05-23,Electronics,Headphones,6.0,2259.12,Credit Card,IL
ORD-00569,2025-05-01,Fashion,Jeans,7.0,4317.95,Credit Card,FL
ORD-00570,2025-09-13,Sports,Yoga Mat,8.0,1202.16,Bank Transfer,TX
ORD-00571,2025-07-31,Electronics,Headphones,1.0,171.91,Credit Card,IL
ORD-00572,2025-11-23,Electronics,Laptop,10.0,14454.93,Apple Pay,IL
ORD-00573,2025-01-28,Fashion,T-shirt,6.0,3346.48,PayPal,FL
ORD-00574,2025-12-03,Home,Microwave,10.0,9079.28,Apple Pay,FL
ORD-00575,2025-07-01,Electronics,Laptop,4.0,93.01,Apple Pay,IL
ORD-00576,2025-09-10,Home,Air Fryer,1.0,1347.38,PayPal,FL
ORD-00577,2025-03-03,Electronics,Tablet,,3099.64,Bank Transfer,NY
ORD-00578,2025-08-01,Sports,Bike,6.0,1076.96,Credit Card,IL
ORD-00579,2025-09-16,Electronics,Headphones,8.0,7956.13,PayPal,FL
ORD-00580,2025-08-10,Electronics,Camera,1.0,838.77,Bank Transfer,IL
ORD-00581,2025-03-07,Fashion,Jeans,3.0,3303.4,Credit Card,FL
ORD-00582,2025-11-08,Home,Microwave,7.0,4477.37,PayPal,TX
ORD-00583,2025-03-10,Sports,Dumbbell,5.0,3451.06,PayPal,FL
ORD-00584,2025-10-11,Home,Microwave,6.0,6441.44,PayPal,NY
ORD-00585,2025-12-11,Fashion,Jeans,5.0,5180.92,PayPal,NY
ORD-00586,2025-10-26,Home,Air Fryer,6.0,5113.05,Bank Transfer,IL
ORD-00587,2025-01-13,Home,Blender,1.0,,Bank Transfer,NY
ORD-00588,2025-03-24,Electronics,Laptop,4.0,1660.51,Apple Pay,TX
ORD-00589,2025-10-05,Fashion,Jacket,5.0,1609.61,Credit Card,TX
ORD-00590,2025-10-15,Sports,Treadmill,10.0,13046.92,PayPal,IL
ORD-00591,2025-12-23,Sports,Bike,9.0,10626.97,Apple Pay,CA
ORD-00592,2025-12-17,Sports,Tent,7.0,10051.43,Apple Pay,IL
ORD-00593,2025-08-15,Electronics,Laptop,5.0,1602.85,PayPal,TX
ORD-00594,2025-12-16,Fashion,Sneakers,5.0,3421.23,Credit Card,NY
ORD-00595,2025-08-08,Fashion,Jeans,2.0,1156.51,Apple Pay,IL
ORD-00596,2025-05-11,Home,Sofa,3.0,2652.9,Credit Card,TX
ORD-00597,2025-06-15,Sports,Bike,1.0,247.48,Credit Card,IL
ORD-00598,2025-02-07,Home,Blender,,8342.37,Apple Pay,IL
ORD-00599,2025-09-16,Fashion,Sneakers,9.0,1088.11,PayPal,FL
ORD-00600,2025-04-20,Sports,,6.0,2084.24,Apple Pay,TX
ORD-00601,2025-11-13,Home,Desk,4.0,5705.82,Bank Transfer,IL
ORD-00602,2025-11-25,Electronics,Laptop,6.0,,PayPal,CA
ORD-00603,2025-10-04,Home,Blender,2.0,1182.19,Apple Pay,CA
ORD-00604,2025-01-23,Home,Microwave,9.0,6114.82,Apple Pay,NY
ORD-00605,2025-03-27,Home,Microwave,,,Credit Card,CA
ORD-00606,2025-04-16,Fashion,Sneakers,7.0,8797.49,Bank Transfer,CA
ORD-00607,2025-01-20,Fashion,Jacket,,,Credit Card,CA
ORD-00608,2025-10-22,Electronics,Smartphone,5.0,4229.82,PayPal,TX
ORD-00609,2025-08-10,Sports,Tent,8.0,7621.77,Apple Pay,CA
ORD-00610,2025-11-13,Sports,Treadmill,9.0,,Credit Card,IL
ORD-00611,2025-02-24,Electronics,,6.0,8361.06,Apple Pay,TX
ORD-00612,2025-12-05,Electronics,Tablet,8.0,,Credit Card,FL
ORD-00613,2025-07-20,Fashion,Jeans,4.0,887.38,Apple Pay,NY
ORD-00614,2025-10-12,Home,Desk,1.0,839.22,PayPal,CA
ORD-00615,2025-10-03,Electronics,Laptop,10.0,9030.49,Credit Card,TX
ORD-00616,2025-11-27,Fashion,Handbag,4.0,2522.91,PayPal,NY
ORD-00617,2025-04-10,Fashion,Sneakers,10.0,12554.28,Credit Card,NY
ORD-00618,2025-02-07,Electronics,Camera,8.0,7792.95,Apple Pay,CA
ORD-00619,2025-09-07,Home,Air Fryer,4.0,4375.49,Apple Pay,TX
ORD-00620,2025-02-05,Fashion,Sneakers,2.0,884.01,PayPal,TX
ORD-00621,2025-06-06,Sports,Tent,6.0,5593.12,PayPal,IL
ORD-00622,2025-06-10,Home,Desk,,1887.11,PayPal,NY
ORD-00623,2025-06-19,Sports,Dumbbell,6.0,1312.64,Bank Transfer,FL
ORD-00624,2025-02-25,Sports,Dumbbell,5.0,3703.59,PayPal,IL
ORD-00625,2025-04-11,Electronics,Tablet,3.0,4017.36,Apple Pay,CA
ORD-00626,2025-10-25,Electronics,Laptop,9.0,8593.26,Bank Transfer,IL
ORD-00627,2025-10-04,Fashion,Jacket,9.0,,,NY
ORD-00628,2025-10-29,Home,Blender,4.0,5357.31,Apple Pay,NY
ORD-00629,2025-07-06,Sports,,9.0,1386.18,Credit Card,NY
ORD-00630,2025-04-02,Fashion,Jeans,3.0,2041.22,PayPal,FL
ORD-00631,2025-04-29,Home,Air Fryer,4.0,4587.92,Credit Card,TX
ORD-00632,2025-09-23,Home,Sofa,1.0,1009.51,Apple Pay,FL
ORD-00633,2025-11-29,Sports,Tent,1.0,,Apple Pay,CA
ORD-00634,2025-03-31,Home,Desk,10.0,8256.38,Bank Transfer,FL
ORD-00635,2025-07-12,Home,Microwave,2.0,1569.32,PayPal,IL
ORD-00636,2025-09-04,Sports,Dumbbell,6.0,4443.33,Credit Card,IL
ORD-00637,2025-09-21,Fashion,T-shirt,3.0,1081.16,Apple Pay,NY
ORD-00638,2025-03-02,Fashion,Sneakers,3.0,1668.27,,FL
ORD-00639,2025-09-03,Home,Air Fryer,8.0,8154.72,PayPal,IL
ORD-00640,2025-03-07,Fashion,T-shirt,1.0,380.63,PayPal,NY
ORD-00641,2025-05-13,Electronics,,3.0,308.25,PayPal,IL
ORD-00642,2025-12-05,Sports,Yoga Mat,10.0,9636.82,Apple Pay,CA
ORD-00643,2025-09-04,Fashion,T-shirt,10.0,14893.08,PayPal,NY
ORD-00644,2025-04-04,Sports,Yoga Mat,3.0,3588.1,Apple Pay,NY
ORD-00645,2025-04-28,Home,Blender,10.0,,Bank Transfer,FL
ORD-00646,2025-09-16,Fashion,Jacket,1.0,319.48,Bank Transfer,NY
ORD-00647,2025-11-04,Electronics,Smartphone,8.0,10835.04,Credit Card,IL
ORD-00648,2025-11-05,Electronics,Laptop,8.0,7967.21,Credit Card,FL
ORD-00649,2025-08-08,Sports,Dumbbell,1.0,1052.51,PayPal,FL
ORD-00650,2025-12-23,Sports,Dumbbell,10.0,12108.39,Credit Card,FL
ORD-00651,2025-02-12,Fashion,Handbag,,9227.77,Apple Pay,
ORD-00652,2025-01-04,Sports,Dumbbell,4.0,112.38,Credit Card,IL
ORD-00653,2025-06-11,Electronics,Headphones,4.0,4151.58,Bank Transfer,TX
ORD-00654,2025-05-10,Electronics,Smartphone,7.0,,Apple Pay,IL
ORD-00655,2025-12-15,Sports,Yoga Mat,6.0,5553.5,,NY
ORD-00656,2025-07-09,Sports,Yoga Mat,9.0,6606.47,Bank Transfer,TX
ORD-00657,2025-07-23,Home,Microwave,6.0,6994.85,PayPal,CA
ORD-00658,2025-09-18,Fashion,T-shirt,3.0,505.24,Bank Transfer,TX
ORD-00659,2025-01-03,Electronics,Smartphone,7.0,10132.95,Credit Card,NY
ORD-00660,2025-05-15,Sports,Yoga Mat,7.0,1053.14,PayPal,TX
ORD-00661,2025-07-25,Electronics,Camera,1.0,1092.25,Apple Pay,IL
ORD-00662,2025-04-14,Electronics,Smartphone,8.0,5357.43,Apple Pay,NY
ORD-00663,2025-04-29,Electronics,Camera,9.0,7050.64,,CA
ORD-00664,2025-02-14,Home,Sofa,1.0,1463.96,,FL
ORD-00665,2025-09-23,Home,Blender,7.0,6211.79,Credit Card,CA
ORD-00666,2025-10-14,Electronics,Camera,5.0,5473.43,Apple Pay,TX
ORD-00667,2025-08-21,Home,Sofa,10.0,14453.25,Bank Transfer,IL
ORD-00668,2025-02-24,Electronics,Tablet,3.0,1867.68,Credit Card,IL
ORD-00669,2025-05-12,Home,Desk,2.0,2416.71,,FL
ORD-00670,2025-06-23,Sports,Yoga Mat,8.0,9276.41,Bank Transfer,FL
ORD-00671,2025-07-15,Electronics,Headphones,2.0,803.15,PayPal,NY
ORD-00672,2025-01-05,Home,Blender,6.0,4706.56,,NY
ORD-00673,2025-06-25,Home,Air Fryer,7.0,7119.51,Credit Card,IL
ORD-00674,2025-10-21,Fashion,T-shirt,6.0,3259.42,Apple Pay,NY
ORD-00675,2025-05-04,Fashion,T-shirt,4.0,1470.38,Apple Pay,NY
ORD-00676,2025-07-02,Fashion,Sneakers,4.0,5031.1,PayPal,CA
ORD-00677,2025-10-05,Electronics,Laptop,8.0,7427.71,Credit Card,
ORD-00678,2025-10-22,Home,Microwave,6.0,,Apple Pay,FL
ORD-00679,2025-10-23,Fashion,Jeans,5.0,3044.31,PayPal,CA
ORD-00680,2025-06-27,Sports,Tent,9.0,613.73,Bank Transfer,NY
ORD-00681,2025-12-19,Sports,Treadmill,9.0,6308.14,Credit Card,CA
ORD-00682,2025-07-05,Fashion,T-shirt,10.0,1691.07,Apple Pay,NY
ORD-00683,2025-11-10,Home,Sofa,5.0,,Apple Pay,TX
ORD-00684,2025-12-25,Fashion,T-shirt,7.0,2321.12,Apple Pay,TX
ORD-00685,2025-03-09,Sports,Dumbbell,8.0,2289.89,PayPal,CA
ORD-00686,2025-07-15,Home,Sofa,9.0,,PayPal,NY
ORD-00687,2025-09-13,Fashion,T-shirt,1.0,281.38,PayPal,IL
ORD-00688,2025-10-18,Home,Blender,5.0,1957.21,Credit Card,
