id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on-board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
17903,Male,Loyal Customer,41,Business travel,Eco,789,4,1,1,1,4,4,4,4,5,5,5,4,5,4,0,0,yes
14669,Female,disloyal Customer,22,Business travel,Eco,416,1,2,1,4,1,1,1,1,4,2,4,1,4,1,0,0,no
113808,Male,Loyal Customer,49,Business travel,Business,258,4,4,2,4,4,5,4,4,4,4,4,4,4,4,0,0,yes
95587,Male,disloyal Customer,26,Business travel,Business,484,2,2,2,1,3,2,3,3,3,5,4,5,5,3,1,0,no
112308,Male,disloyal Customer,29,Business travel,Business,909,1,1,1,5,5,1,5,5,3,4,5,5,5,5,42,40,no
71915,Male,Loyal Customer,56,Personal Travel,Eco,1723,2,4,2,2,1,2,1,1,3,2,3,4,4,1,4,0,no
59955,Female,disloyal Customer,24,Business travel,Eco,1068,3,3,3,4,2,3,2,2,2,5,3,4,4,2,0,7,no
67849,Female,Loyal Customer,30,Personal Travel,Eco,1171,3,5,2,5,5,2,4,5,4,5,3,4,5,5,25,22,no
8259,Female,Loyal Customer,49,Personal Travel,Eco,402,2,5,2,2,4,4,4,4,4,2,4,4,4,3,0,0,no
98896,Male,Loyal Customer,42,Business travel,Business,1811,2,2,2,2,4,4,5,5,5,4,5,3,5,3,0,0,yes
27901,Female,Loyal Customer,56,Personal Travel,Eco,2350,3,1,3,2,3,4,4,1,3,3,2,4,3,4,0,0,no
22922,Female,Loyal Customer,47,Business travel,Business,1724,5,5,5,5,3,5,5,4,4,4,4,3,4,5,0,0,yes
54052,Female,Loyal Customer,25,Business travel,Business,1416,3,3,3,3,4,4,4,4,5,5,5,2,3,4,0,0,yes
57439,Male,Loyal Customer,58,Business travel,Eco,1735,3,2,2,2,3,3,3,3,2,2,4,3,4,3,35,114,no
75678,Female,Loyal Customer,40,Business travel,Business,868,1,1,1,1,3,5,4,4,4,4,4,5,4,3,2,4,yes
93364,Male,Loyal Customer,25,Personal Travel,Eco,836,4,2,4,4,5,4,3,5,3,1,4,2,4,5,58,24,no
123986,Male,disloyal Customer,40,Business travel,Business,184,2,2,2,1,3,2,3,3,4,2,4,4,5,3,0,81,no
48704,Male,Loyal Customer,43,Business travel,Business,308,2,2,2,2,1,3,4,2,2,2,2,2,2,1,0,0,no
56325,Female,Loyal Customer,47,Business travel,Business,3322,5,5,5,5,2,4,5,5,5,5,5,4,5,3,37,49,yes
8202,Female,disloyal Customer,75,Business travel,Eco,294,2,0,2,4,2,2,1,2,5,3,3,1,3,2,1,0,no
28216,Male,Loyal Customer,57,Business travel,Eco Plus,933,5,5,5,5,5,5,5,5,3,5,4,5,1,5,5,0,yes
47160,Male,Loyal Customer,46,Business travel,Business,945,4,4,4,4,2,1,2,4,4,4,4,3,4,4,0,0,yes
87056,Female,disloyal Customer,24,Business travel,Business,594,0,4,0,3,2,0,3,2,4,3,4,3,4,2,11,10,yes
70796,Male,Loyal Customer,60,Personal Travel,Eco,328,4,0,3,1,5,3,5,5,4,2,3,4,5,5,0,0,yes
97664,Male,Loyal Customer,59,Business travel,Business,1532,5,5,5,5,4,4,4,5,5,5,5,4,5,3,6,0,yes
67788,Female,disloyal Customer,27,Business travel,Eco,1205,4,4,4,3,4,4,4,4,2,4,3,2,4,4,32,22,no
113911,Female,Loyal Customer,18,Business travel,Business,2295,3,3,3,3,4,4,4,4,4,5,5,4,4,4,52,22,yes
44356,Male,Loyal Customer,22,Business travel,Business,596,3,3,3,3,5,4,5,5,1,5,2,5,2,5,0,16,yes
38456,Male,disloyal Customer,23,Business travel,Eco,1226,1,1,1,3,4,1,4,4,2,5,4,3,4,4,0,0,no
104072,Male,Loyal Customer,41,Business travel,Business,1634,3,5,4,5,3,2,1,3,3,3,3,4,3,4,0,0,no
128773,Male,Loyal Customer,51,Personal Travel,Eco,550,1,4,1,5,4,1,4,4,4,3,5,4,5,4,0,2,no
37411,Female,Loyal Customer,48,Business travel,Eco,1047,5,2,2,2,3,1,5,5,5,5,5,2,5,2,19,5,yes
79358,Male,Loyal Customer,52,Personal Travel,Eco,1020,1,1,1,2,5,1,5,5,1,1,2,2,2,5,0,0,no
105335,Female,Loyal Customer,56,Business travel,Business,452,3,3,3,3,5,5,5,4,4,4,4,4,4,4,3,0,yes
18325,Female,Loyal Customer,16,Business travel,Eco Plus,715,4,3,3,3,4,5,3,4,2,3,1,5,2,4,0,0,yes
64654,Female,Loyal Customer,51,Business travel,Business,1506,1,1,1,1,5,5,4,4,4,4,4,5,4,3,0,0,yes
128266,Female,Loyal Customer,54,Business travel,Business,3305,2,2,2,2,2,2,3,2,2,3,2,1,2,4,0,0,no
90008,Female,Loyal Customer,47,Personal Travel,Business,1084,4,4,4,3,2,4,5,4,4,4,4,4,4,5,0,0,yes
66280,Male,disloyal Customer,26,Business travel,Business,550,4,4,4,3,3,4,3,3,3,4,5,4,5,3,2,0,yes
51892,Female,Loyal Customer,47,Business travel,Business,1885,4,4,4,4,2,3,5,5,5,4,5,2,5,1,0,0,yes
9869,Female,Loyal Customer,57,Business travel,Eco Plus,531,3,1,1,1,4,3,3,3,3,3,3,3,3,4,0,0,no
129491,Female,Loyal Customer,18,Personal Travel,Eco,2611,3,5,3,2,3,3,3,3,4,2,3,5,4,3,0,0,no
56372,Male,Loyal Customer,69,Personal Travel,Eco,200,3,4,3,3,4,3,3,4,1,1,4,4,4,4,0,0,no
7530,Male,Loyal Customer,65,Business travel,Business,2772,3,3,3,3,5,4,4,4,4,4,4,3,4,5,17,3,yes
3798,Female,Loyal Customer,15,Personal Travel,Eco Plus,599,2,5,2,3,5,2,2,5,2,5,4,1,3,5,0,0,no
30484,Female,disloyal Customer,18,Business travel,Business,627,0,4,0,3,1,0,1,1,5,5,5,4,4,1,0,0,yes
8243,Male,disloyal Customer,33,Personal Travel,Eco,335,3,4,3,4,4,3,4,4,4,4,5,3,5,4,0,0,no
81237,Female,Loyal Customer,29,Personal Travel,Eco,223,2,4,2,3,5,2,5,5,4,5,5,3,5,5,6,0,no
85395,Female,Loyal Customer,43,Business travel,Business,1983,0,0,0,3,5,4,4,1,1,1,1,5,1,4,3,0,yes
94517,Female,Loyal Customer,56,Business travel,Business,562,3,3,3,3,3,4,4,1,1,2,1,5,1,5,0,0,yes
82639,Female,Loyal Customer,48,Business travel,Eco Plus,128,4,2,2,2,2,1,2,4,4,4,4,2,4,5,0,0,yes
39770,Male,disloyal Customer,35,Business travel,Eco,546,2,2,2,3,1,2,1,1,1,1,3,1,3,1,4,7,no
95321,Male,Loyal Customer,55,Personal Travel,Eco,323,2,5,3,5,3,3,3,3,4,3,3,4,1,3,0,0,no
58460,Male,Loyal Customer,40,Business travel,Business,2858,3,3,3,3,3,4,4,4,4,5,4,3,4,5,0,0,yes
121807,Male,disloyal Customer,23,Business travel,Business,366,0,3,0,4,2,0,1,2,5,2,5,4,5,2,0,0,yes
35842,Female,Loyal Customer,31,Business travel,Business,937,2,2,2,2,5,5,5,5,1,2,3,4,5,5,0,0,yes
117080,Female,disloyal Customer,15,Business travel,Eco,646,4,0,4,3,3,4,3,3,3,4,5,5,5,3,0,0,no
48556,Male,Loyal Customer,38,Personal Travel,Eco,846,1,4,1,1,1,1,1,1,4,4,4,3,4,1,0,0,no
35493,Female,Loyal Customer,67,Personal Travel,Eco,950,2,1,2,4,1,2,4,3,3,2,3,3,3,3,0,0,no
109287,Male,Loyal Customer,57,Business travel,Business,3463,1,1,1,1,2,4,4,4,4,4,4,4,4,3,0,0,yes
14560,Male,Loyal Customer,31,Personal Travel,Eco Plus,288,1,4,1,1,3,1,3,3,3,4,5,5,4,3,0,0,no
12921,Male,Loyal Customer,53,Business travel,Business,163,5,5,5,5,2,1,2,4,4,4,4,3,4,4,0,0,yes
80165,Female,Loyal Customer,50,Business travel,Business,2475,2,2,2,2,2,2,2,2,2,3,4,2,4,2,41,35,no
80004,Male,Loyal Customer,67,Personal Travel,Eco,1069,1,5,1,5,5,1,5,5,3,3,4,5,5,5,1,3,no
81779,Male,Loyal Customer,53,Business travel,Business,2845,1,1,1,1,3,4,4,5,5,5,5,4,5,4,0,0,yes
14768,Male,Loyal Customer,55,Personal Travel,Eco,463,3,4,2,1,1,2,1,1,3,2,4,4,4,1,0,0,no
17201,Male,Loyal Customer,57,Business travel,Eco,694,5,3,3,3,5,5,5,5,3,3,2,4,1,5,0,0,yes
23036,Male,Loyal Customer,22,Personal Travel,Eco,927,3,5,3,4,4,3,4,4,4,5,4,5,5,4,83,65,no
34729,Male,Loyal Customer,33,Business travel,Eco,301,4,4,4,4,5,5,5,5,4,1,5,3,5,5,3,0,yes
119992,Female,Loyal Customer,49,Business travel,Business,328,4,5,5,5,2,3,4,4,4,3,4,3,4,4,0,0,no
126715,Male,Loyal Customer,48,Business travel,Business,2521,3,3,3,3,2,3,4,5,5,5,5,4,5,3,0,0,yes
75557,Female,Loyal Customer,51,Business travel,Business,2892,4,4,4,4,4,5,5,5,5,5,5,5,5,5,0,0,yes
15064,Male,Loyal Customer,51,Personal Travel,Eco,488,2,1,2,3,2,2,2,1,3,2,2,2,1,2,318,317,no
10399,Female,disloyal Customer,32,Business travel,Business,667,1,1,1,3,4,1,4,4,4,2,4,5,4,4,2,0,no
77936,Female,disloyal Customer,37,Business travel,Business,152,3,3,3,3,2,3,2,2,5,2,5,5,5,2,0,0,no
93666,Female,Loyal Customer,53,Business travel,Business,542,1,1,2,1,4,5,4,5,5,5,5,3,5,3,15,31,yes
46954,Male,Loyal Customer,64,Personal Travel,Eco,737,3,1,3,2,3,3,4,3,1,2,2,4,1,3,14,24,no
104642,Female,Loyal Customer,50,Business travel,Business,1754,1,1,5,1,4,5,5,2,2,2,2,3,2,3,7,0,yes
106188,Male,Loyal Customer,35,Personal Travel,Eco,436,4,4,4,3,4,4,4,4,5,3,5,3,5,4,0,0,no
102684,Male,Loyal Customer,52,Business travel,Business,3537,3,5,5,5,5,3,2,3,3,3,3,1,3,2,12,6,no
30767,Female,Loyal Customer,18,Business travel,Eco,936,2,5,5,5,2,2,2,2,3,3,4,3,4,2,0,1,no
3556,Male,Loyal Customer,39,Business travel,Business,2185,3,1,1,1,2,3,4,3,3,3,3,2,3,2,2,6,no
71896,Female,Loyal Customer,22,Personal Travel,Eco,1744,3,2,3,2,3,3,5,3,2,1,3,2,3,3,0,0,no
92611,Female,Loyal Customer,33,Business travel,Eco Plus,2342,4,3,3,3,4,3,4,4,1,4,3,4,3,4,0,0,no
129482,Male,disloyal Customer,66,Business travel,Business,2611,2,2,2,3,5,2,5,5,3,4,3,2,3,5,0,0,no
99646,Female,disloyal Customer,50,Business travel,Business,1670,2,2,2,5,2,2,2,2,5,3,5,5,5,2,0,4,no
81547,Male,Loyal Customer,31,Personal Travel,Eco,1124,4,5,5,2,1,5,1,1,3,3,4,5,5,1,0,0,no
119171,Male,Loyal Customer,34,Business travel,Business,3139,4,4,4,4,5,4,5,5,5,5,5,5,5,3,72,82,yes
111286,Male,Loyal Customer,27,Personal Travel,Eco,459,3,5,3,3,2,3,2,2,3,4,5,4,4,2,7,4,no
9520,Male,Loyal Customer,35,Business travel,Business,1645,2,2,2,2,4,5,5,4,4,4,4,3,4,5,65,36,yes
109274,Female,Loyal Customer,33,Business travel,Eco Plus,793,2,3,1,3,2,2,2,2,3,5,3,3,3,2,22,18,no
5855,Female,Loyal Customer,54,Business travel,Business,1020,3,5,5,5,2,3,4,3,3,3,3,2,3,3,0,0,no
29539,Female,Loyal Customer,53,Business travel,Business,2472,2,2,2,2,5,4,5,5,5,5,5,5,5,4,0,0,yes
110444,Male,Loyal Customer,18,Personal Travel,Eco,919,5,3,4,3,1,4,1,1,4,1,4,3,4,1,0,0,yes
55156,Male,Loyal Customer,15,Personal Travel,Eco,1303,1,4,2,1,1,2,1,1,4,4,5,4,5,1,0,22,no
92458,Female,disloyal Customer,44,Business travel,Business,2139,3,3,3,3,2,3,2,2,3,5,3,3,5,2,0,0,no
10463,Male,Loyal Customer,37,Business travel,Business,140,3,4,4,4,3,3,4,1,1,1,3,3,1,4,95,89,no
3375,Female,Loyal Customer,44,Business travel,Business,1695,2,2,2,2,5,2,3,2,2,3,2,1,2,3,1,16,no
69187,Male,Loyal Customer,26,Personal Travel,Eco,187,4,5,4,3,1,4,1,1,1,5,2,1,4,1,0,0,no
19564,Male,Loyal Customer,47,Business travel,Business,173,2,3,2,3,1,4,3,2,2,3,2,3,2,1,0,0,no
45469,Male,Loyal Customer,47,Business travel,Business,522,5,5,5,5,5,2,1,3,3,4,3,1,3,4,26,40,yes
23627,Male,Loyal Customer,35,Business travel,Business,2758,4,4,5,4,5,5,5,5,5,5,5,5,5,5,0,0,yes
37271,Male,Loyal Customer,40,Business travel,Business,3324,3,1,3,3,2,3,1,4,4,4,4,5,4,5,10,0,yes
75984,Female,Loyal Customer,21,Personal Travel,Eco,297,1,2,1,3,5,1,5,5,1,3,4,2,3,5,0,0,no
45706,Male,Loyal Customer,22,Business travel,Business,3930,2,3,2,2,3,4,3,3,5,5,5,2,2,3,0,0,yes
122932,Female,Loyal Customer,50,Business travel,Business,2867,2,2,2,2,2,4,5,4,4,4,4,3,4,4,0,10,yes
128027,Female,Loyal Customer,37,Business travel,Business,1440,2,2,2,2,5,5,4,4,4,4,4,3,4,4,40,20,yes
8651,Female,Loyal Customer,40,Business travel,Business,2758,3,3,3,3,5,5,5,4,4,4,4,4,4,4,0,0,yes
55019,Male,Loyal Customer,54,Business travel,Business,1897,5,5,5,5,4,5,5,3,4,4,5,5,3,5,205,191,yes
86766,Male,Loyal Customer,33,Personal Travel,Eco Plus,821,2,4,2,3,1,2,1,1,1,5,4,3,4,1,25,23,no
56529,Male,Loyal Customer,39,Business travel,Business,937,4,4,4,4,4,4,4,5,5,5,5,4,5,5,0,0,yes
71708,Female,Loyal Customer,53,Personal Travel,Eco Plus,1012,2,2,2,3,2,3,4,5,5,2,1,4,5,2,0,0,no
55100,Male,disloyal Customer,17,Business travel,Eco,1346,4,3,3,3,4,4,4,4,2,2,1,5,2,4,0,0,no
23614,Male,Loyal Customer,60,Business travel,Business,2131,5,5,3,5,5,3,4,5,5,5,5,1,5,1,0,0,yes
90241,Female,Loyal Customer,46,Business travel,Eco,1121,2,3,3,3,3,4,3,2,2,2,2,3,2,1,0,0,no
53050,Male,Loyal Customer,31,Personal Travel,Eco,1208,3,1,3,3,5,3,5,5,3,1,3,4,4,5,0,7,no
12506,Male,Loyal Customer,46,Personal Travel,Eco Plus,127,2,1,2,3,2,2,2,2,3,2,4,2,3,2,0,0,no
84614,Female,Loyal Customer,43,Business travel,Business,669,3,4,4,4,4,3,2,3,3,3,3,3,3,3,52,56,no
118610,Male,disloyal Customer,23,Business travel,Eco,304,4,3,3,3,5,3,2,5,1,2,4,1,3,5,2,2,no
36989,Female,disloyal Customer,14,Business travel,Eco,759,2,2,2,1,5,2,4,5,1,4,3,4,2,5,4,0,no
89680,Male,Loyal Customer,38,Business travel,Eco,550,4,4,4,4,4,5,4,4,3,5,1,3,4,4,0,15,yes
85060,Female,Loyal Customer,30,Business travel,Business,3874,3,3,3,3,4,4,4,4,5,3,4,3,4,4,0,9,yes
91569,Female,Loyal Customer,39,Business travel,Business,1123,5,5,5,5,5,4,5,5,5,5,5,4,5,5,0,0,yes
68286,Male,Loyal Customer,44,Business travel,Business,1856,3,5,5,5,2,4,4,3,3,3,3,3,3,3,0,0,no
88445,Female,Loyal Customer,42,Business travel,Business,515,4,4,4,4,2,4,5,4,4,4,4,5,4,5,0,0,yes
66442,Female,Loyal Customer,67,Business travel,Business,1217,3,4,4,4,2,3,2,3,3,3,3,2,3,1,0,8,no
106009,Female,Loyal Customer,45,Business travel,Eco,499,4,2,2,2,2,3,3,4,4,4,4,4,4,4,0,12,no
67862,Male,Loyal Customer,47,Personal Travel,Eco,1171,1,4,1,2,3,1,3,3,4,2,4,3,5,3,37,39,no
121609,Male,Loyal Customer,44,Personal Travel,Eco,936,3,4,2,3,5,2,2,5,4,4,4,4,5,5,0,0,no
50206,Male,Loyal Customer,55,Business travel,Business,3130,2,3,3,3,1,2,1,3,1,4,3,1,4,1,204,208,no
106888,Female,disloyal Customer,35,Business travel,Eco,577,1,1,1,3,1,1,1,1,4,5,4,1,3,1,0,0,no
46107,Female,disloyal Customer,44,Business travel,Eco,1201,4,4,4,4,5,4,5,5,1,3,4,2,3,5,16,3,yes
94358,Male,disloyal Customer,24,Business travel,Business,293,5,0,5,3,4,5,4,4,5,4,4,3,4,4,0,0,yes
35359,Female,Loyal Customer,51,Business travel,Business,1076,3,3,3,3,2,2,3,4,4,4,4,4,4,4,9,0,yes
64891,Female,Loyal Customer,41,Business travel,Business,247,0,0,0,1,5,4,4,1,1,1,1,5,1,4,0,0,yes
64711,Male,Loyal Customer,28,Business travel,Business,551,1,1,5,1,5,5,5,5,3,2,4,3,5,5,30,21,yes
78688,Male,Loyal Customer,23,Personal Travel,Eco,761,3,4,3,3,2,3,2,2,5,3,5,4,5,2,0,8,no
14344,Female,Loyal Customer,11,Personal Travel,Eco,429,2,3,2,4,1,2,1,1,1,5,3,1,4,1,29,28,no
119286,Male,Loyal Customer,39,Business travel,Business,214,0,4,0,2,3,5,4,3,3,3,3,3,3,4,0,0,yes
90603,Male,Loyal Customer,39,Business travel,Business,515,3,3,3,3,4,5,4,2,2,2,2,5,2,4,0,0,yes
127031,Female,Loyal Customer,60,Business travel,Eco,370,4,5,5,5,2,4,4,4,4,4,4,4,4,2,15,6,no
103262,Male,disloyal Customer,42,Business travel,Business,888,2,3,3,3,5,2,5,5,4,4,4,5,4,5,0,0,no
23271,Female,Loyal Customer,45,Business travel,Business,3355,3,2,2,2,1,3,4,3,3,3,3,2,3,4,0,0,no
62737,Female,Loyal Customer,47,Business travel,Business,2447,1,3,3,3,1,1,1,1,3,2,3,1,3,1,0,44,no
60176,Female,Loyal Customer,26,Personal Travel,Eco,1120,2,5,2,1,1,2,1,1,3,2,4,5,5,1,0,0,no
40811,Male,Loyal Customer,25,Business travel,Business,2202,4,4,4,4,5,5,5,5,3,4,2,2,2,5,0,0,yes
124045,Female,Loyal Customer,36,Business travel,Business,184,0,4,0,1,2,5,5,3,3,3,3,5,3,5,0,0,yes
10791,Female,Loyal Customer,72,Business travel,Business,482,1,2,2,2,2,3,4,1,1,1,1,3,1,4,0,0,no
42358,Male,Loyal Customer,21,Personal Travel,Eco,838,2,4,2,1,5,2,5,5,5,4,4,3,4,5,9,0,no
45845,Female,Loyal Customer,67,Personal Travel,Eco,216,1,0,1,3,2,4,5,2,2,1,2,3,2,4,0,0,no
63335,Female,Loyal Customer,45,Business travel,Eco,337,5,3,3,3,1,5,4,5,5,5,5,2,5,5,1,1,yes
83216,Male,Loyal Customer,57,Business travel,Business,2079,4,1,1,1,2,4,3,4,4,4,4,4,4,4,30,13,no
125795,Female,Loyal Customer,27,Business travel,Business,2903,4,4,4,4,4,4,4,4,4,4,4,5,4,4,0,0,yes
35583,Male,Loyal Customer,51,Business travel,Eco Plus,1097,4,5,5,5,4,4,4,4,5,4,1,4,3,4,0,0,yes
21330,Female,Loyal Customer,27,Business travel,Business,3955,4,4,4,4,5,5,5,5,4,5,5,5,4,5,0,4,yes
5169,Female,Loyal Customer,40,Business travel,Business,1651,3,1,1,1,3,2,2,3,3,3,3,1,3,2,0,0,no
48163,Female,disloyal Customer,26,Business travel,Eco,391,4,0,4,5,5,4,5,5,3,1,4,3,3,5,0,0,yes
111794,Female,Loyal Customer,42,Business travel,Business,3384,2,5,5,5,3,3,4,2,2,2,2,2,2,4,0,0,no
6494,Male,Loyal Customer,13,Personal Travel,Eco,557,2,3,2,4,2,2,1,2,4,4,3,4,3,2,35,29,no
17084,Female,Loyal Customer,43,Business travel,Business,3291,2,2,2,2,1,4,5,5,5,5,5,4,5,2,0,0,yes
37294,Male,Loyal Customer,36,Business travel,Eco,944,2,3,3,3,2,2,2,2,2,3,4,2,5,2,0,1,yes
24152,Female,disloyal Customer,20,Business travel,Eco,147,3,5,3,5,5,3,2,5,2,2,2,3,5,5,0,0,no
123127,Female,disloyal Customer,33,Business travel,Business,631,1,2,2,2,5,2,5,5,5,2,4,3,4,5,0,0,no
89032,Female,disloyal Customer,26,Business travel,Business,1377,5,5,5,3,5,5,5,5,4,5,5,5,4,5,1,5,yes
115796,Female,Loyal Customer,53,Business travel,Eco,308,4,1,1,1,4,4,4,4,4,4,4,4,4,1,38,39,yes
61475,Male,disloyal Customer,28,Business travel,Eco,2288,3,3,3,3,4,3,4,4,2,2,4,1,4,4,0,0,no
14644,Male,Loyal Customer,53,Personal Travel,Eco,948,5,1,5,2,2,5,2,2,2,1,1,3,1,2,0,0,yes
26551,Male,disloyal Customer,23,Business travel,Business,1105,4,0,4,4,1,4,1,1,4,2,4,5,4,1,0,0,yes
12933,Female,Loyal Customer,17,Personal Travel,Eco,456,1,2,1,4,1,1,1,1,2,4,3,2,4,1,3,6,no
26330,Male,Loyal Customer,25,Business travel,Business,3371,1,1,1,1,5,5,5,5,1,5,4,5,5,5,30,30,yes
6201,Female,Loyal Customer,33,Personal Travel,Eco Plus,491,3,4,3,3,2,3,2,2,4,1,3,2,4,2,4,4,no
46810,Female,disloyal Customer,24,Business travel,Eco,844,4,4,4,3,5,4,2,5,3,2,3,3,1,5,39,50,yes
126468,Female,Loyal Customer,58,Business travel,Business,1788,1,1,3,1,2,4,5,4,4,4,4,3,4,5,0,0,yes
5018,Male,disloyal Customer,39,Business travel,Business,224,2,2,2,3,2,2,2,2,4,4,4,5,4,2,9,29,no
81451,Male,Loyal Customer,51,Business travel,Business,3989,5,5,5,5,2,5,4,5,5,5,5,4,5,4,0,0,yes
52757,Female,disloyal Customer,17,Business travel,Business,1059,5,0,5,2,3,5,3,3,3,2,5,4,5,3,0,0,yes
4172,Male,Loyal Customer,65,Personal Travel,Eco,427,3,5,3,3,4,3,4,4,2,1,5,1,1,4,20,22,no
1171,Female,Loyal Customer,70,Personal Travel,Eco,164,3,5,3,4,2,5,4,1,1,3,1,5,1,3,0,9,no
4766,Male,Loyal Customer,31,Business travel,Business,403,3,3,3,3,5,5,5,5,5,5,5,4,4,5,19,30,yes
7847,Female,Loyal Customer,52,Business travel,Business,3617,4,4,4,4,5,5,5,5,5,5,5,4,5,3,39,38,yes
84588,Female,disloyal Customer,24,Business travel,Eco,269,4,4,4,2,4,4,3,4,3,5,5,4,4,4,102,85,no
73703,Female,disloyal Customer,23,Business travel,Eco,204,3,3,4,3,1,4,1,1,1,4,4,2,4,1,0,0,no
113811,Female,disloyal Customer,32,Business travel,Eco Plus,407,2,2,2,3,3,2,3,3,3,1,3,2,3,3,31,34,no
73907,Male,Loyal Customer,44,Business travel,Eco,2218,4,4,4,4,4,4,4,4,2,5,2,1,3,4,0,0,no
103457,Female,Loyal Customer,30,Business travel,Business,3732,3,2,2,2,3,2,3,3,3,2,4,1,3,3,8,20,no
93691,Male,Loyal Customer,56,Business travel,Eco,1452,2,5,5,5,2,2,2,2,1,1,3,3,3,2,0,0,no
3765,Male,Loyal Customer,40,Personal Travel,Business,599,4,0,4,4,2,4,4,3,3,4,3,3,3,4,0,0,yes
121706,Female,disloyal Customer,23,Business travel,Business,683,4,0,5,5,4,5,4,4,3,3,4,4,4,4,0,0,yes
49758,Female,Loyal Customer,36,Business travel,Business,89,3,3,3,3,1,5,4,5,5,5,3,2,5,3,0,0,yes
106628,Male,Loyal Customer,47,Business travel,Eco,306,4,3,3,3,4,4,4,4,1,2,3,2,3,4,60,89,no
9083,Male,Loyal Customer,17,Personal Travel,Eco,173,1,5,1,1,5,1,5,5,5,5,5,5,4,5,0,0,no
19272,Male,Loyal Customer,27,Business travel,Business,430,2,2,2,2,4,4,4,4,2,3,1,5,2,4,1,10,yes
36669,Female,Loyal Customer,63,Personal Travel,Eco,1237,3,5,3,5,4,3,5,2,2,3,2,4,2,3,0,51,no
93931,Male,Loyal Customer,48,Business travel,Business,3045,5,5,5,5,3,4,4,5,5,5,5,3,5,5,0,0,yes
106508,Male,disloyal Customer,40,Business travel,Business,271,3,3,3,1,1,3,1,1,4,3,5,3,5,1,3,9,no
32109,Female,disloyal Customer,39,Business travel,Business,163,4,4,4,3,5,4,5,5,3,1,4,3,5,5,0,3,no
110950,Female,disloyal Customer,22,Business travel,Eco,404,2,2,2,4,5,2,5,5,2,5,3,1,4,5,11,10,no
43906,Female,Loyal Customer,13,Personal Travel,Eco,114,1,1,0,2,4,0,4,4,2,1,2,4,2,4,0,6,no
1139,Male,Loyal Customer,61,Personal Travel,Eco,134,4,0,4,3,5,4,5,5,2,4,4,3,4,5,0,1,no
95384,Male,Loyal Customer,50,Personal Travel,Eco,248,4,4,4,2,3,4,3,3,4,4,4,3,4,3,11,0,no
51940,Female,disloyal Customer,24,Business travel,Eco,843,0,0,0,2,5,0,5,5,4,1,2,4,2,5,0,0,yes
110845,Male,Loyal Customer,45,Business travel,Business,2654,2,2,4,2,2,4,5,5,5,5,5,5,5,4,16,14,yes
11174,Female,Loyal Customer,52,Personal Travel,Eco,316,3,5,3,2,4,3,1,4,4,3,4,5,4,2,112,101,no
125507,Male,Loyal Customer,57,Personal Travel,Eco,666,4,2,4,3,2,4,1,2,4,1,3,2,4,2,6,2,no
87233,Male,Loyal Customer,56,Business travel,Eco Plus,946,2,3,3,3,2,2,2,2,3,4,4,1,4,2,0,0,no
121015,Female,Loyal Customer,41,Personal Travel,Eco,861,2,5,2,3,3,2,3,3,4,4,4,3,4,3,0,10,no
95163,Male,Loyal Customer,24,Personal Travel,Eco,248,1,4,1,4,1,1,1,1,5,3,5,3,5,1,1,10,no
78644,Female,Loyal Customer,48,Business travel,Business,2172,2,4,4,4,5,4,4,2,2,2,2,1,2,4,0,0,no
53338,Male,disloyal Customer,22,Business travel,Eco,816,2,2,2,3,1,2,1,1,3,5,5,4,5,1,0,0,no
93570,Female,disloyal Customer,37,Business travel,Business,159,5,5,5,4,4,5,4,4,3,5,4,3,4,4,0,0,yes
10895,Male,Loyal Customer,27,Business travel,Business,1796,1,3,3,3,2,2,1,2,4,2,3,4,3,2,25,40,no
55393,Female,Loyal Customer,32,Personal Travel,Eco,678,3,5,3,2,1,3,3,1,4,5,5,3,4,1,0,0,no
30850,Male,Loyal Customer,8,Business travel,Eco,841,3,1,1,1,3,3,1,3,1,2,3,2,4,3,24,19,no
30308,Female,Loyal Customer,15,Personal Travel,Eco,1476,4,4,4,5,1,4,1,1,3,2,5,5,4,1,37,17,yes
5139,Female,Loyal Customer,19,Business travel,Eco Plus,184,3,5,5,5,3,4,1,3,4,4,4,2,4,3,67,43,no
114359,Female,disloyal Customer,21,Business travel,Eco,957,2,2,2,3,5,2,3,5,3,4,4,5,5,5,20,4,no
97881,Female,disloyal Customer,33,Business travel,Business,722,2,2,2,5,4,2,4,4,5,2,5,5,5,4,0,3,no
26120,Female,disloyal Customer,44,Business travel,Business,406,2,2,2,4,5,2,5,5,1,1,3,1,3,5,24,14,no
38508,Male,Loyal Customer,35,Business travel,Business,2521,5,5,5,5,2,5,1,4,4,4,4,5,4,2,5,9,yes
55001,Female,Loyal Customer,42,Business travel,Business,1346,5,5,5,5,5,4,5,5,5,5,5,5,5,3,2,0,yes
76275,Male,Loyal Customer,44,Business travel,Eco,1927,2,2,5,2,2,2,2,2,1,4,4,1,4,2,0,0,no
13501,Male,Loyal Customer,44,Business travel,Eco,227,5,3,3,3,5,5,5,5,3,1,1,5,2,5,0,0,yes
