id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on-board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
4967,Female,Loyal Customer,52,Personal Travel,Eco,931,2,4,2,4,4,5,4,3,3,2,3,5,3,3,9,0,0
5346,Female,Loyal Customer,26,Business travel,Eco,812,2,5,2,5,1,1,2,2,4,4,3,2,2,2,125,154,0
57729,Female,Loyal Customer,25,Business travel,Business,1754,1,1,1,1,5,5,5,5,4,2,5,4,5,5,5,3,1
25816,Male,Loyal Customer,72,Business travel,Business,1747,1,3,3,3,5,1,3,1,1,1,1,3,1,2,0,0,0
74564,Male,Loyal Customer,27,Business travel,Eco,1235,4,1,1,1,4,4,4,1,1,3,4,4,2,4,391,354,0
63540,Male,Loyal Customer,62,Personal Travel,Eco,1009,2,5,2,3,5,2,4,5,3,3,5,3,5,5,28,24,0
24794,Female,Loyal Customer,47,Personal Travel,Eco,447,1,4,1,4,4,3,3,3,3,1,3,4,3,2,1,6,0
122538,Female,Loyal Customer,38,Business travel,Business,3453,4,4,4,4,4,4,5,4,4,4,4,3,4,4,0,0,1
103582,Male,Loyal Customer,40,Business travel,Business,689,3,3,3,3,4,4,4,5,5,5,5,5,5,4,11,0,1
56611,Male,Loyal Customer,25,Business travel,Business,2803,1,3,3,3,1,1,1,1,4,5,3,2,4,1,10,14,0
28420,Female,Loyal Customer,51,Business travel,Eco,1399,4,3,3,3,4,5,2,4,4,4,4,3,4,2,0,0,1
4202,Female,Loyal Customer,59,Business travel,Business,888,1,1,1,1,5,4,5,5,5,4,5,3,5,3,0,0,1
51912,Male,Loyal Customer,35,Personal Travel,Eco,507,3,3,3,4,3,3,3,3,4,5,3,3,3,3,0,0,0
77455,Male,Loyal Customer,40,Business travel,Business,507,3,5,3,3,4,4,4,4,4,4,4,4,4,3,26,16,1
34384,Female,Loyal Customer,52,Business travel,Eco,728,4,1,1,1,2,2,4,4,4,4,4,4,4,5,0,0,1
108583,Female,Loyal Customer,58,Business travel,Business,2255,3,3,3,3,4,4,5,5,5,5,5,5,5,5,2,9,1
47534,Female,Loyal Customer,49,Personal Travel,Eco,558,3,2,3,3,2,4,4,4,4,3,4,2,4,4,0,0,0
56356,Male,Loyal Customer,34,Personal Travel,Eco,200,3,1,3,3,2,3,2,2,2,2,2,1,3,2,0,0,0
120922,Male,Loyal Customer,51,Business travel,Business,920,2,2,2,2,3,5,4,4,4,4,4,4,4,3,0,1,1
58177,Female,disloyal Customer,39,Business travel,Business,925,1,1,1,2,2,1,2,2,1,2,2,4,3,2,0,6,0
118731,Female,Loyal Customer,46,Personal Travel,Eco,304,3,4,3,4,3,4,5,4,4,3,4,5,4,4,9,7,0
90511,Male,disloyal Customer,25,Business travel,Business,646,5,0,5,3,1,5,1,1,3,2,4,4,5,1,0,0,1
97971,Male,Loyal Customer,13,Personal Travel,Eco,401,5,5,5,1,5,5,5,5,5,2,5,5,4,5,0,0,1
125628,Male,Loyal Customer,35,Business travel,Business,2521,1,4,4,4,1,4,3,1,1,1,1,4,1,2,0,1,0
27597,Male,Loyal Customer,60,Personal Travel,Eco,697,2,5,2,5,2,2,2,2,2,1,1,2,4,2,0,7,0
63620,Male,Loyal Customer,32,Personal Travel,Eco,1440,5,4,5,5,1,4,1,1,5,5,4,3,5,1,0,0,1
7313,Female,Loyal Customer,67,Business travel,Eco Plus,135,4,3,3,3,1,4,4,4,4,4,4,2,4,2,0,0,0
60808,Female,disloyal Customer,27,Business travel,Business,455,1,1,1,1,2,1,2,2,5,4,4,5,5,2,0,40,0
60691,Male,disloyal Customer,30,Business travel,Business,1605,3,2,2,3,1,2,1,1,4,5,4,3,5,1,9,1,0
59181,Female,Loyal Customer,22,Business travel,Business,1440,2,2,2,2,4,4,4,4,4,4,4,4,5,4,26,37,1
12914,Male,Loyal Customer,60,Business travel,Eco,563,3,4,4,4,3,3,3,3,4,3,4,4,3,3,15,5,0
116840,Female,Loyal Customer,53,Business travel,Business,451,2,4,4,4,3,4,4,2,2,2,2,4,2,4,22,20,0
69667,Female,Loyal Customer,59,Personal Travel,Eco,569,2,5,2,2,4,1,5,2,2,2,2,1,2,1,31,19,0
25165,Male,Loyal Customer,40,Business travel,Business,3858,1,1,1,1,4,1,5,3,3,3,3,4,3,3,0,0,1
44810,Male,Loyal Customer,53,Business travel,Eco,1041,3,5,5,5,3,3,3,3,4,2,3,2,3,3,84,52,0
61480,Female,Loyal Customer,25,Business travel,Business,2419,1,2,2,2,1,1,1,1,1,3,2,1,3,1,0,5,0
18837,Male,Loyal Customer,57,Business travel,Eco,448,4,3,3,3,4,4,4,4,4,1,3,3,2,4,0,0,1
14815,Female,Loyal Customer,58,Business travel,Eco Plus,95,2,2,2,2,2,1,4,2,2,2,2,5,2,5,0,0,1
99451,Female,Loyal Customer,49,Business travel,Business,2149,1,1,1,1,5,4,4,4,4,4,4,4,4,5,0,0,1
26730,Female,Loyal Customer,35,Business travel,Eco Plus,515,4,4,4,4,4,4,4,4,4,1,1,4,5,4,138,138,1
72833,Female,disloyal Customer,49,Business travel,Business,1013,1,2,2,5,4,1,4,4,3,4,5,5,4,4,0,0,0
35839,Male,Loyal Customer,31,Business travel,Business,1068,1,5,5,5,1,1,1,1,1,3,3,4,3,1,0,0,0
85083,Male,Loyal Customer,48,Business travel,Business,696,2,2,4,2,5,4,4,3,3,3,3,4,3,4,2,0,1
30869,Male,Loyal Customer,22,Business travel,Business,1546,1,1,1,1,4,4,4,4,5,3,4,2,4,4,1,0,1
68537,Male,Loyal Customer,56,Business travel,Eco,1013,3,4,4,4,3,3,3,3,4,5,3,3,4,3,13,7,0
128680,Male,Loyal Customer,28,Personal Travel,Eco,2419,1,5,1,1,1,3,2,3,5,3,4,2,5,2,0,0,0
22701,Female,Loyal Customer,34,Personal Travel,Eco,589,2,5,2,1,1,2,1,1,4,5,4,5,5,1,0,0,0
648,Male,disloyal Customer,21,Business travel,Eco,396,3,0,3,2,2,3,2,2,5,2,4,4,5,2,0,0,0
118114,Female,Loyal Customer,68,Business travel,Eco,900,5,1,1,1,2,4,2,5,5,5,5,5,5,4,0,0,1
126525,Male,Loyal Customer,61,Personal Travel,Eco Plus,196,1,5,1,2,5,1,5,5,1,4,4,5,5,5,2,16,0
19161,Female,disloyal Customer,42,Business travel,Eco,304,4,2,4,3,2,4,4,2,2,1,4,4,3,2,0,0,0
115947,Male,Loyal Customer,12,Personal Travel,Eco,447,5,5,2,3,3,2,5,3,4,3,2,3,5,3,102,93,1
30140,Male,Loyal Customer,42,Personal Travel,Eco,160,4,3,4,3,2,4,2,2,4,1,3,3,3,2,0,0,0
90391,Male,Loyal Customer,24,Personal Travel,Business,271,0,1,0,3,4,0,4,4,2,3,3,1,4,4,5,0,1
101207,Female,Loyal Customer,32,Personal Travel,Eco,1235,3,5,3,2,4,3,4,4,4,4,4,4,5,4,0,2,0
97585,Male,Loyal Customer,30,Personal Travel,Eco,337,3,4,3,3,2,3,4,2,4,2,5,4,4,2,30,22,0
84479,Female,disloyal Customer,36,Business travel,Business,2677,3,3,3,3,3,3,3,3,5,5,3,3,4,3,0,0,0
100862,Female,Loyal Customer,53,Business travel,Business,1605,3,3,3,3,3,3,5,4,4,4,4,3,4,5,0,21,1
104965,Female,Loyal Customer,39,Business travel,Business,2904,5,5,5,5,2,4,4,5,5,4,5,5,5,3,6,23,1
34543,Male,Loyal Customer,29,Business travel,Business,1598,5,5,5,5,4,4,4,4,4,2,5,3,4,4,0,0,1
44756,Male,Loyal Customer,36,Personal Travel,Eco,589,1,4,2,4,4,2,3,4,2,1,4,3,4,4,0,0,0
2808,Female,disloyal Customer,23,Business travel,Eco Plus,764,2,0,2,4,2,2,2,2,4,3,5,1,1,2,0,0,0
55878,Male,Loyal Customer,36,Business travel,Business,733,4,4,4,4,3,4,4,4,4,4,4,3,4,3,0,0,1
73367,Female,Loyal Customer,38,Business travel,Business,2570,4,4,4,4,2,5,5,3,3,3,3,3,3,3,0,0,1
74797,Female,Loyal Customer,48,Business travel,Business,2091,4,4,4,4,3,4,4,4,4,4,4,3,4,5,0,0,1
51402,Female,Loyal Customer,31,Personal Travel,Eco Plus,109,2,2,2,3,4,2,3,4,4,3,3,4,3,4,25,17,0
71178,Male,Loyal Customer,39,Business travel,Business,733,2,5,5,5,2,4,3,2,2,2,2,2,2,3,11,,0
60445,Male,Loyal Customer,43,Business travel,Business,3687,2,2,1,2,2,4,4,4,4,4,4,4,4,3,70,61,1
20052,Male,Loyal Customer,40,Business travel,Eco,207,4,5,5,5,4,3,4,4,3,5,3,4,3,4,0,0,0
6544,Male,Loyal Customer,53,Personal Travel,Business,473,3,4,3,5,5,2,2,5,5,3,5,2,5,3,0,0,0
572,Male,disloyal Customer,64,Business travel,Business,282,3,3,3,3,4,3,3,4,3,2,3,2,4,4,0,0,0
108243,Female,disloyal Customer,32,Business travel,Business,895,1,1,1,3,2,1,2,2,5,2,5,3,4,2,10,2,0
125423,Female,Loyal Customer,44,Business travel,Business,735,2,2,2,2,4,5,4,5,5,5,5,5,5,4,0,0,1
92598,Female,Loyal Customer,19,Business travel,Business,2158,4,1,3,1,4,4,4,4,4,3,4,4,3,4,35,27,0
78532,Female,Loyal Customer,63,Personal Travel,Eco,666,2,1,2,4,5,4,3,5,5,2,5,4,5,3,0,0,0
26676,Male,Loyal Customer,7,Personal Travel,Eco,515,4,4,2,4,1,2,1,1,5,2,4,3,5,1,10,0,0
54,Male,Loyal Customer,40,Business travel,Business,2853,3,3,3,3,2,5,4,4,4,4,4,5,4,5,0,0,1
27765,Female,disloyal Customer,44,Business travel,Eco,1448,2,2,2,5,5,2,5,5,1,5,4,1,1,5,0,0,0
724,Male,Loyal Customer,45,Business travel,Business,3934,2,2,4,2,1,2,2,1,1,1,2,2,1,4,0,0,0
105173,Female,Loyal Customer,12,Personal Travel,Eco,289,2,4,2,3,1,2,1,1,4,3,5,3,4,1,1,0,0
84681,Female,disloyal Customer,16,Business travel,Eco,1464,1,1,1,3,1,1,2,1,3,1,4,4,4,1,5,28,0
125038,Male,disloyal Customer,21,Business travel,Eco,1202,3,3,3,3,3,3,3,4,1,2,4,3,2,3,7,32,0
38551,Male,disloyal Customer,35,Business travel,Eco,1152,2,2,2,2,1,2,1,1,2,2,1,3,1,1,0,0,0
83080,Male,Loyal Customer,53,Business travel,Eco,583,5,3,3,3,4,5,4,4,1,1,3,1,3,4,1,8,1
49286,Male,Loyal Customer,33,Business travel,Business,109,3,3,3,3,4,4,5,4,2,3,4,4,5,4,0,1,1
116830,Male,Loyal Customer,43,Business travel,Business,3802,3,3,3,3,4,4,4,5,5,5,5,5,5,4,0,0,1
63965,Female,Loyal Customer,56,Business travel,Business,1682,5,5,5,5,4,4,5,5,5,5,5,5,5,4,0,3,1
126654,Female,Loyal Customer,7,Personal Travel,Eco,602,3,2,3,4,3,3,3,3,4,5,4,3,4,3,0,4,0
66822,Female,Loyal Customer,42,Business travel,Business,2500,5,5,5,5,2,5,4,5,5,5,5,4,5,5,85,75,1
79070,Female,Loyal Customer,25,Business travel,Eco,356,3,2,2,2,3,3,1,3,1,2,1,1,2,3,0,24,0
66385,Male,disloyal Customer,37,Business travel,Business,1562,3,3,3,3,4,3,5,4,3,4,5,3,5,4,0,0,0
31441,Male,Loyal Customer,25,Business travel,Eco,1541,0,5,0,2,2,5,2,2,5,1,1,3,2,2,28,22,1
345,Male,Loyal Customer,9,Personal Travel,Eco,853,1,1,1,2,2,1,4,2,4,5,3,3,2,2,23,17,0
122391,Female,Loyal Customer,68,Personal Travel,Eco,529,2,4,2,2,5,5,4,3,3,2,3,2,3,5,0,0,0
14185,Female,disloyal Customer,17,Business travel,Eco,714,1,1,1,1,5,1,5,5,3,3,2,5,5,5,14,9,0
22414,Female,disloyal Customer,18,Business travel,Eco,143,2,3,2,4,1,2,1,1,4,4,5,1,5,1,0,5,0
128342,Female,Loyal Customer,51,Business travel,Business,2318,1,1,1,1,5,5,5,4,4,4,4,5,4,3,0,0,1
36866,Male,Loyal Customer,40,Personal Travel,Eco,273,2,5,2,2,2,2,2,2,3,1,4,3,4,2,0,5,0
24989,Female,Loyal Customer,55,Business travel,Eco,692,2,4,4,4,1,3,4,2,2,2,2,4,2,4,0,0,0
29576,Female,Loyal Customer,37,Business travel,Business,1448,5,5,5,5,5,5,4,5,5,5,5,5,5,2,0,0,1
101347,Female,Loyal Customer,17,Personal Travel,Eco,2026,3,4,3,2,2,3,2,2,4,3,4,4,5,2,22,12,0
124722,Female,Loyal Customer,27,Personal Travel,Eco,399,3,4,3,3,1,3,1,1,3,4,5,4,5,1,0,80,0
61125,Female,Loyal Customer,46,Business travel,Business,967,3,3,3,3,5,5,4,4,4,4,4,4,4,3,3,16,1
84166,Female,disloyal Customer,21,Business travel,Eco,231,2,0,2,3,1,2,1,1,4,2,4,3,5,1,0,0,0
87276,Female,disloyal Customer,33,Business travel,Business,577,2,2,2,3,4,2,3,4,3,2,5,5,5,4,0,0,0
98810,Female,Loyal Customer,41,Business travel,Business,763,4,4,4,4,4,4,5,4,4,4,4,3,4,3,3,0,1
37071,Male,disloyal Customer,28,Business travel,Business,1188,1,2,2,3,3,2,4,3,3,1,4,4,2,3,0,0,0
41247,Female,Loyal Customer,48,Personal Travel,Eco,643,2,4,2,2,3,4,4,5,5,2,5,4,5,3,7,8,0
66358,Female,Loyal Customer,61,Business travel,Eco,986,2,5,5,5,2,3,2,2,2,2,2,1,2,3,17,11,0
62949,Female,Loyal Customer,58,Business travel,Business,3529,5,5,4,5,4,5,4,4,4,4,4,4,4,5,9,2,1
9050,Male,Loyal Customer,38,Business travel,Business,1619,2,4,4,4,5,4,4,2,2,2,2,2,2,2,47,39,0
11606,Female,Loyal Customer,59,Personal Travel,Eco,468,2,4,2,2,1,2,3,5,5,2,5,5,5,2,4,0,0
118301,Female,Loyal Customer,24,Business travel,Business,3410,5,5,5,5,4,4,4,4,3,2,4,4,4,4,0,0,1
32719,Male,Loyal Customer,46,Business travel,Eco,163,5,4,4,4,5,5,5,5,1,4,2,1,2,5,0,0,1
52943,Female,Loyal Customer,49,Business travel,Eco Plus,679,4,5,5,5,2,1,1,4,4,4,4,4,4,4,0,0,1
79471,Female,disloyal Customer,15,Business travel,Eco,1183,3,3,3,4,4,3,1,4,4,1,4,2,3,4,34,41,0
89316,Female,Loyal Customer,70,Personal Travel,Business,1587,3,4,3,3,2,4,4,5,5,3,2,5,5,5,52,31,0
108588,Female,Loyal Customer,44,Business travel,Business,696,5,5,5,5,5,4,4,4,4,4,4,3,4,3,21,26,1
1626,Female,Loyal Customer,47,Business travel,Business,999,3,3,3,3,2,5,4,5,5,5,5,5,5,4,0,0,1
27153,Female,disloyal Customer,24,Business travel,Eco,2640,1,1,1,4,1,5,5,4,3,3,4,5,4,5,0,33,0
103994,Male,Loyal Customer,31,Business travel,Business,1363,1,1,1,1,4,4,4,4,3,3,5,5,4,4,29,15,1
37592,Female,disloyal Customer,30,Business travel,Eco,1069,2,2,2,4,5,2,5,5,2,4,3,1,3,5,28,23,0
103408,Female,disloyal Customer,38,Business travel,Eco,237,2,1,2,3,2,3,2,4,3,2,3,2,4,2,196,214,0
72953,Male,Loyal Customer,33,Business travel,Business,2445,4,4,4,4,4,4,4,4,3,3,4,5,5,4,0,0,1
106645,Female,Loyal Customer,43,Business travel,Business,3936,3,3,3,3,5,5,4,4,4,4,4,3,4,4,16,17,1
115998,Female,Loyal Customer,41,Personal Travel,Eco,372,2,4,3,5,2,3,2,2,3,2,5,4,4,2,0,14,0
37062,Male,Loyal Customer,20,Business travel,Business,3372,3,3,3,3,5,5,5,5,4,4,3,1,1,5,5,0,1
99461,Male,Loyal Customer,57,Business travel,Business,283,3,3,3,3,5,4,5,3,3,4,3,4,3,3,9,1,1
120454,Female,Loyal Customer,53,Personal Travel,Eco,366,2,4,2,2,3,5,5,2,2,2,2,1,2,5,83,83,0
6833,Male,Loyal Customer,33,Personal Travel,Eco,137,4,1,0,3,5,0,4,5,1,2,4,1,3,5,16,17,0
86291,Male,Loyal Customer,61,Personal Travel,Eco,356,4,2,3,3,3,3,2,3,3,5,3,4,3,3,2,4,0
70596,Female,Loyal Customer,46,Business travel,Business,2611,4,4,4,4,4,4,4,4,4,5,5,4,4,4,0,0,1
3434,Female,Loyal Customer,57,Personal Travel,Eco,240,1,4,0,2,4,4,5,1,1,0,1,4,1,4,0,2,0
54096,Female,Loyal Customer,50,Personal Travel,Eco,1416,1,4,1,1,3,5,4,3,3,1,4,5,3,3,13,0,0
123751,Male,Loyal Customer,59,Business travel,Business,1971,0,4,0,2,3,5,5,2,2,2,2,3,2,4,0,0,1
88288,Female,Loyal Customer,40,Business travel,Business,444,2,2,2,2,4,4,4,5,5,4,5,5,5,5,0,0,1
51598,Male,disloyal Customer,25,Business travel,Eco,370,3,0,3,2,3,3,3,3,5,5,1,1,3,3,0,0,0
36438,Female,Loyal Customer,29,Personal Travel,Eco,369,1,1,1,4,4,1,4,4,4,3,3,4,4,4,0,0,0
52606,Male,Loyal Customer,35,Business travel,Eco,119,5,5,3,5,5,5,5,5,5,2,3,1,2,5,0,0,1
6987,Female,Loyal Customer,34,Business travel,Business,1903,5,5,5,5,4,4,5,5,5,5,5,3,5,3,12,8,1
13545,Male,disloyal Customer,27,Business travel,Business,227,3,3,3,4,2,3,2,2,4,4,4,2,4,2,0,8,0
29602,Male,Loyal Customer,25,Business travel,Business,1709,5,5,5,5,3,4,3,3,5,3,2,3,5,3,0,0,1
104614,Male,Loyal Customer,68,Personal Travel,Eco Plus,369,1,2,4,3,2,4,2,2,2,3,3,2,3,2,0,0,0
31371,Male,Loyal Customer,43,Business travel,Eco,977,2,3,3,3,2,2,2,2,4,3,2,4,3,2,5,10,0
79357,Male,Loyal Customer,16,Personal Travel,Eco,1020,4,4,4,3,2,4,2,2,3,3,3,4,4,2,0,0,0
68285,Male,Loyal Customer,53,Business travel,Business,3472,2,5,5,5,4,3,3,2,2,2,2,3,2,2,6,38,0
107805,Female,disloyal Customer,20,Business travel,Eco,349,0,1,0,3,1,0,4,1,5,5,4,4,4,1,9,0,1
61490,Female,Loyal Customer,67,Business travel,Business,2288,1,3,5,5,5,2,2,1,1,1,1,3,1,1,92,78,0
104490,Male,disloyal Customer,34,Business travel,Eco,860,3,3,3,1,3,3,3,3,1,5,2,1,5,3,0,0,0
77862,Female,Loyal Customer,58,Personal Travel,Eco Plus,689,3,5,3,3,5,4,4,2,2,3,1,5,2,5,0,0,0
20905,Male,Loyal Customer,43,Business travel,Business,803,3,3,3,3,3,2,2,5,5,5,5,1,5,5,0,0,1
28980,Female,Loyal Customer,31,Business travel,Business,937,4,4,4,4,5,5,5,5,1,5,4,2,4,5,29,31,1
86246,Female,Loyal Customer,17,Personal Travel,Eco,356,4,4,4,3,5,4,5,5,4,5,4,5,5,5,0,0,0
81750,Female,disloyal Customer,27,Business travel,Business,1310,4,4,4,5,3,4,5,3,3,5,5,5,5,3,0,0,1
87702,Male,Loyal Customer,37,Personal Travel,Eco,606,4,4,4,4,3,4,3,3,1,3,4,1,4,3,0,0,1
67831,Female,disloyal Customer,54,Business travel,Eco,1031,5,5,5,4,4,5,4,4,5,3,1,5,3,4,0,8,1
68217,Male,Loyal Customer,32,Business travel,Business,1904,4,4,4,4,4,4,4,4,3,5,4,4,4,4,0,0,1
38966,Female,Loyal Customer,51,Business travel,Business,3461,0,0,0,1,5,1,4,4,4,4,4,1,4,1,13,0,1
93108,Female,Loyal Customer,40,Personal Travel,Eco Plus,641,5,4,5,4,4,5,4,4,3,2,4,5,5,4,13,0,1
113400,Male,disloyal Customer,26,Business travel,Business,386,1,0,1,4,3,1,3,3,3,2,5,4,5,3,1,10,0
60747,Male,Loyal Customer,45,Business travel,Business,628,3,3,3,3,2,5,4,5,5,5,5,4,5,5,0,0,1
55988,Female,Loyal Customer,44,Business travel,Business,2475,2,2,2,2,2,2,2,5,2,5,5,2,5,2,0,12,1
72178,Male,Loyal Customer,29,Business travel,Business,594,2,2,4,2,5,5,5,5,5,2,5,3,5,5,0,4,1
117305,Female,disloyal Customer,33,Business travel,Eco Plus,338,1,1,1,3,1,1,1,1,3,3,2,3,2,1,17,8,0
37889,Male,Loyal Customer,54,Business travel,Eco,937,2,2,2,2,2,2,2,2,2,2,2,2,3,2,13,9,0
34871,Female,Loyal Customer,40,Business travel,Business,2248,2,2,2,2,3,4,4,2,2,2,2,4,2,2,0,0,0
92768,Female,Loyal Customer,44,Business travel,Business,1671,4,4,4,4,4,3,4,4,4,4,4,4,4,5,25,18,1
119464,Male,disloyal Customer,40,Business travel,Business,857,2,2,2,3,4,2,4,4,4,2,5,5,5,4,0,0,0
10537,Female,Loyal Customer,48,Business travel,Business,163,2,2,2,2,5,4,5,4,4,4,4,3,4,5,0,0,1
53491,Male,Loyal Customer,50,Personal Travel,Eco,2358,1,4,1,5,1,4,4,4,4,5,4,4,3,4,0,0,0
121455,Female,Loyal Customer,33,Business travel,Eco,257,0,0,0,4,3,0,3,3,3,1,3,2,3,3,0,0,1
67545,Female,Loyal Customer,63,Personal Travel,Business,1431,3,1,3,4,4,3,3,5,5,3,5,2,5,3,0,0,0
1314,Male,Loyal Customer,34,Business travel,Business,247,0,0,0,3,4,5,5,3,3,1,1,4,3,5,0,0,1
94600,Female,Loyal Customer,23,Business travel,Business,1842,0,0,0,2,3,3,3,3,5,3,4,4,4,3,8,0,1
7171,Female,disloyal Customer,25,Business travel,Eco,116,2,1,2,3,2,4,4,1,3,4,3,4,2,4,140,133,0
46310,Male,Loyal Customer,34,Business travel,Business,2322,3,3,3,3,1,4,4,5,5,5,5,2,5,3,0,0,1
123935,Male,Loyal Customer,47,Personal Travel,Eco,546,4,5,4,3,4,4,4,4,2,5,2,4,4,4,0,14,0
105931,Male,Loyal Customer,37,Business travel,Business,1491,3,4,4,4,5,4,4,3,3,3,3,2,3,2,0,0,0
33450,Male,Loyal Customer,61,Personal Travel,Eco,2462,3,4,3,3,1,3,1,1,4,5,5,4,4,1,0,2,0
80905,Male,Loyal Customer,63,Business travel,Business,2621,2,2,3,2,5,5,5,5,5,5,5,5,5,5,8,7,1
7788,Male,Loyal Customer,43,Business travel,Business,3048,5,5,5,5,4,5,5,2,2,2,2,3,2,3,0,0,1
98656,Male,Loyal Customer,16,Personal Travel,Eco,920,0,4,0,3,4,0,4,4,4,2,5,5,4,4,4,14,1
95371,Female,Loyal Customer,46,Personal Travel,Eco,187,1,4,1,2,5,4,5,1,1,1,1,4,1,4,9,3,0
79030,Female,Loyal Customer,47,Business travel,Business,226,3,2,4,2,5,3,3,3,3,3,3,1,3,3,22,12,0
4517,Female,disloyal Customer,20,Business travel,Eco,435,3,2,3,3,5,3,5,5,1,3,3,1,4,5,0,0,0
57978,Male,disloyal Customer,26,Business travel,Business,589,3,3,3,1,4,3,4,4,4,2,5,4,5,4,0,0,0
25412,Male,Loyal Customer,11,Personal Travel,Eco,1105,4,3,3,3,2,3,2,2,2,3,4,3,4,2,13,18,0
61713,Male,disloyal Customer,28,Business travel,Eco,1220,4,4,4,3,3,4,3,3,4,5,3,3,2,3,20,9,0
52626,Male,Loyal Customer,34,Business travel,Eco,160,4,3,3,3,4,4,4,4,1,3,4,3,2,4,0,7,1
127542,Male,Loyal Customer,11,Business travel,Business,3187,4,2,1,2,4,4,4,4,2,2,3,4,4,4,1,0,0
88620,Female,Loyal Customer,43,Personal Travel,Eco,444,3,4,3,1,2,4,5,1,1,3,1,3,1,4,7,10,0
64550,Male,Loyal Customer,37,Business travel,Business,3476,3,3,3,3,3,4,4,3,3,4,3,3,3,4,2,0,1
48895,Male,Loyal Customer,41,Business travel,Eco,262,3,4,4,4,3,3,3,3,1,3,2,2,4,3,0,0,1
38449,Male,Loyal Customer,44,Business travel,Business,3187,2,2,2,2,2,3,5,5,5,5,5,1,5,1,0,0,1
65560,Female,Loyal Customer,49,Business travel,Business,3043,0,0,0,3,4,4,4,3,3,3,2,3,3,5,0,0,1
32993,Male,Loyal Customer,70,Personal Travel,Eco,102,2,5,2,3,4,2,4,4,3,2,4,4,5,4,0,0,0
13502,Male,Loyal Customer,53,Business travel,Business,3316,4,4,3,4,5,1,5,4,4,4,3,1,4,3,0,0,1
2173,Female,Loyal Customer,41,Business travel,Business,3108,3,1,1,1,3,3,3,3,3,3,3,1,3,2,0,2,0
48856,Male,Loyal Customer,36,Business travel,Business,3635,5,5,5,5,4,2,4,4,4,4,4,1,4,1,26,32,1
59146,Male,Loyal Customer,17,Personal Travel,Eco,1744,1,5,1,5,3,1,3,3,4,2,4,4,5,3,71,69,0
31611,Male,Loyal Customer,32,Business travel,Business,3712,2,2,2,2,5,5,5,5,3,4,4,4,5,5,0,0,1
51347,Male,Loyal Customer,42,Business travel,Eco Plus,110,4,4,4,4,4,4,4,4,1,4,5,2,5,4,0,0,1
6276,Male,Loyal Customer,23,Business travel,Business,585,1,2,1,2,1,1,1,1,1,3,3,3,4,1,37,47,0
63905,Male,Loyal Customer,39,Business travel,Business,3724,4,3,3,3,3,3,3,4,4,4,4,4,4,1,3,9,0
77054,Female,disloyal Customer,25,Business travel,Business,920,0,0,1,1,1,1,1,1,4,3,4,5,5,1,0,0,1
89004,Female,Loyal Customer,42,Business travel,Business,1947,2,2,2,2,2,4,4,4,4,4,4,4,4,4,29,20,1
105694,Female,Loyal Customer,54,Business travel,Business,3598,2,2,4,2,4,4,5,4,4,4,4,4,4,3,0,0,1
35834,Female,Loyal Customer,34,Business travel,Business,1065,1,5,5,5,1,2,2,1,1,1,1,3,1,4,0,19,0
56536,Male,disloyal Customer,25,Business travel,Business,997,1,4,1,2,5,1,3,5,3,4,4,4,5,5,20,41,0
99710,Female,Loyal Customer,53,Business travel,Business,667,4,4,4,4,4,4,5,4,4,4,4,5,4,3,6,6,1
87573,Female,Loyal Customer,38,Business travel,Business,432,3,1,1,1,4,3,2,3,3,3,3,1,3,4,44,31,0
80180,Female,Loyal Customer,55,Personal Travel,Eco,2475,1,3,1,4,1,2,2,3,1,4,3,2,1,2,0,7,0
56048,Female,Loyal Customer,29,Business travel,Business,2586,3,3,3,3,2,2,2,4,2,5,5,2,2,2,0,8,1
107581,Female,disloyal Customer,27,Business travel,Business,1521,1,2,2,2,4,2,4,4,4,2,5,4,5,4,1,0,0
61166,Female,Loyal Customer,41,Business travel,Business,1624,2,2,2,2,4,5,5,5,5,5,5,3,5,5,0,0,1
117683,Male,disloyal Customer,29,Business travel,Business,1070,5,5,5,5,3,0,3,3,4,3,4,5,5,3,2,0,1
57563,Male,Loyal Customer,29,Business travel,Business,1597,4,4,4,4,3,4,3,3,5,2,5,5,4,3,39,27,1
99619,Male,Loyal Customer,46,Business travel,Business,1224,1,1,1,1,3,4,4,4,4,4,4,4,4,3,0,0,1
107647,Female,Loyal Customer,27,Business travel,Business,2227,4,4,4,4,5,5,5,5,3,4,5,3,5,5,0,0,1
74252,Male,Loyal Customer,67,Business travel,Business,2726,1,2,3,2,2,3,4,1,1,1,1,3,1,2,2,17,0
62533,Male,disloyal Customer,27,Business travel,Business,1744,0,0,0,2,1,0,1,1,3,5,4,3,4,1,10,0,1
71707,Male,Loyal Customer,45,Personal Travel,Eco Plus,1197,3,2,3,4,3,3,3,3,4,3,2,1,3,3,26,31,0
96560,Female,Loyal Customer,45,Business travel,Business,2270,2,2,2,2,2,4,5,5,5,5,5,5,5,3,1,3,1
14811,Female,Loyal Customer,20,Personal Travel,Eco,95,2,2,2,4,3,2,3,3,4,4,3,4,3,3,0,0,0
