ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
399343,16-25,female,majority,0-9y,high school,poverty,0.315906685,0,before 2015,0,0,32765,12000,sedan,0,0,0,1
247693,16-25,female,majority,0-9y,high school,poverty,0.487319748,1,before 2015,0,1,10238,16000,sedan,0,0,0,1
871443,40-64,female,majority,20-29y,university,upper class,,1,before 2015,1,1,10238,13000,sedan,1,0,1,0
835632,26-39,male,majority,10-19y,university,middle class,,0,before 2015,1,0,32765,12000,sedan,1,1,0,1
841651,65+,female,majority,30y+,university,upper class,0.575853188,1,after 2015,0,1,21217,13000,sedan,5,0,1,1
819823,26-39,female,majority,10-19y,none,working class,0.478908724,1,before 2015,1,1,10238,11000,sedan,0,1,0,0
565255,16-25,male,majority,0-9y,university,working class,0.481422949,1,before 2015,0,1,10238,13000,sedan,0,0,0,0
622256,16-25,female,majority,0-9y,high school,upper class,0.591478692,1,before 2015,1,1,10238,13000,sedan,0,0,0,0
170305,26-39,female,majority,10-19y,university,upper class,0.683642513,0,after 2015,0,1,10238,8000,sedan,0,1,1,0
294405,40-64,male,majority,20-29y,none,poverty,0.281261373,0,before 2015,0,0,32765,14000,sedan,3,1,1,0
601392,65+,female,majority,20-29y,high school,upper class,0.517300602,1,after 2015,1,1,32765,8000,sedan,3,1,1,0
563041,40-64,female,majority,0-9y,university,upper class,0.83782483,1,after 2015,0,1,32765,,sedan,0,0,0,0
372710,40-64,male,majority,20-29y,high school,middle class,0.621637139,1,before 2015,0,1,10238,16000,sedan,2,0,2,0
891189,16-25,female,majority,0-9y,high school,poverty,0.358633274,1,before 2015,0,0,10238,15000,sedan,0,0,0,0
523455,26-39,female,majority,10-19y,high school,middle class,0.438322037,0,before 2015,0,0,10238,17000,sedan,2,0,0,0
435966,16-25,male,majority,0-9y,high school,working class,0.532532392,0,before 2015,0,0,10238,13000,sedan,0,0,0,1
762720,16-25,male,majority,0-9y,none,poverty,0.307121846,0,before 2015,0,1,32765,10000,sedan,0,0,0,1
616839,16-25,male,minority,0-9y,university,upper class,0.542574772,1,before 2015,0,0,10238,14000,sedan,0,0,0,1
694861,40-64,male,majority,20-29y,high school,upper class,0.529986628,1,after 2015,1,1,92101,10000,sedan,2,0,0,0
290229,40-64,female,minority,20-29y,none,poverty,0.340572184,0,before 2015,0,0,10238,14000,sedan,1,0,0,1
840160,65+,female,majority,0-9y,high school,upper class,0.567043632,1,before 2015,1,1,32765,,sedan,0,0,0,0
183967,65+,female,majority,10-19y,university,upper class,0.591212592,1,after 2015,1,1,10238,13000,sedan,1,0,1,0
258115,40-64,male,majority,20-29y,university,upper class,0.493529174,1,before 2015,1,0,10238,8000,sedan,1,0,5,0
406487,16-25,male,majority,0-9y,high school,poverty,0.283111062,1,before 2015,0,0,10238,12000,sedan,0,0,0,1
566498,26-39,female,majority,0-9y,high school,middle class,0.478127131,1,before 2015,1,1,92101,11000,sedan,0,0,0,0
466544,65+,male,majority,30y+,university,upper class,0.572333791,1,after 2015,1,1,10238,13000,sedan,4,0,5,0
6708,26-39,female,majority,10-19y,none,middle class,0.695585505,1,after 2015,0,1,32765,15000,sedan,2,0,0,1
999039,26-39,female,majority,10-19y,university,middle class,0.49706312,1,before 2015,1,1,32765,8000,sedan,1,0,0,0
600353,65+,female,majority,30y+,university,upper class,0.63668521,1,after 2015,1,1,10238,8000,sedan,4,1,0,0
395714,26-39,female,majority,10-19y,none,working class,0.352447517,0,before 2015,0,1,32765,8000,sedan,1,0,0,0
575033,40-64,male,majority,20-29y,high school,upper class,0.568105917,0,before 2015,1,1,10238,9000,sedan,7,0,3,0
653396,16-25,male,majority,0-9y,high school,poverty,0.251117974,1,before 2015,0,0,10238,14000,sedan,0,0,0,1
104896,40-64,male,majority,20-29y,high school,upper class,0.647989427,1,after 2015,1,1,10238,14000,sedan,3,1,2,0
279225,40-64,male,majority,10-19y,high school,middle class,0.624412538,1,before 2015,0,1,32765,11000,sedan,4,0,0,1
490664,65+,male,majority,10-19y,university,upper class,0.653076348,1,before 2015,1,1,10238,14000,sedan,0,0,0,0
126494,65+,male,majority,30y+,university,upper class,0.448258006,1,after 2015,0,1,32765,9000,sports car,19,1,0,0
913629,26-39,female,majority,0-9y,university,upper class,0.58766893,1,before 2015,1,1,10238,14000,sedan,0,0,0,0
235478,40-64,female,majority,20-29y,none,working class,0.458547387,0,after 2015,0,1,10238,14000,sedan,1,0,0,0
873356,16-25,male,majority,0-9y,none,working class,0.583196536,1,before 2015,0,1,10238,,sedan,0,0,0,1
25377,26-39,male,majority,0-9y,university,upper class,0.638453759,1,after 2015,1,1,10238,7000,sedan,0,0,0,0
613301,65+,male,majority,30y+,none,upper class,0.573852498,1,after 2015,1,1,10238,10000,sedan,9,1,5,0
786160,65+,male,majority,0-9y,university,upper class,0.555624683,1,after 2015,1,1,10238,10000,sedan,0,0,0,0
951670,16-25,female,majority,0-9y,university,middle class,0.484695712,1,before 2015,0,0,32765,8000,sedan,0,0,0,0
908561,40-64,male,majority,20-29y,university,working class,0.459407946,0,before 2015,0,0,10238,14000,sedan,1,1,2,0
829918,26-39,male,majority,10-19y,high school,upper class,0.528972461,1,before 2015,1,1,10238,10000,sedan,0,0,2,0
559866,26-39,female,majority,10-19y,high school,poverty,0.527339434,0,before 2015,0,0,92101,15000,sports car,2,1,0,1
41553,16-25,male,majority,0-9y,high school,working class,0.268620322,1,before 2015,0,0,10238,13000,sedan,0,0,0,1
216935,40-64,female,majority,10-19y,none,poverty,0.455683829,0,before 2015,0,1,32765,6000,sedan,0,0,0,0
591329,40-64,female,majority,20-29y,none,middle class,,1,before 2015,0,0,32765,11000,sedan,4,0,0,0
200691,16-25,male,majority,0-9y,high school,poverty,0.261979629,1,before 2015,0,0,10238,12000,sedan,0,0,0,1
719567,40-64,female,minority,0-9y,none,poverty,0.382747347,0,before 2015,1,1,10238,10000,sedan,0,0,0,1
118986,65+,male,majority,30y+,university,upper class,0.624324652,1,before 2015,1,1,10238,10000,sedan,6,0,6,0
5924,26-39,female,majority,10-19y,high school,poverty,0.325007475,0,before 2015,0,1,10238,11000,sedan,0,0,1,1
659796,40-64,female,majority,10-19y,university,middle class,,0,before 2015,1,1,10238,8000,sedan,1,0,4,0
406082,65+,female,majority,30y+,high school,upper class,0.748549434,0,after 2015,1,1,32765,10000,sedan,8,0,7,0
800726,65+,female,majority,30y+,university,upper class,,0,before 2015,1,1,32765,9000,sedan,9,0,0,0
278892,26-39,male,majority,10-19y,high school,working class,0.481190931,0,after 2015,0,1,10238,13000,sedan,1,1,1,0
431795,65+,female,majority,30y+,high school,upper class,0.517349598,1,after 2015,1,1,32765,6000,sedan,10,0,2,0
325554,16-25,male,majority,0-9y,university,upper class,0.634577181,1,before 2015,0,1,10238,10000,sedan,0,0,0,1
766245,16-25,male,majority,0-9y,high school,working class,0.123794616,1,before 2015,0,0,10238,11000,sedan,0,0,0,1
299897,26-39,female,majority,10-19y,none,working class,0.364886647,0,before 2015,0,0,10238,14000,sedan,1,0,0,0
17502,26-39,female,majority,10-19y,high school,middle class,0.543523265,1,before 2015,1,1,10238,12000,sedan,0,0,1,0
33483,65+,male,majority,10-19y,university,upper class,0.765285709,0,after 2015,1,1,10238,10000,sedan,2,0,1,0
223211,40-64,female,majority,10-19y,university,upper class,0.574873438,0,before 2015,1,1,10238,13000,sedan,2,0,0,0
479360,65+,male,majority,10-19y,university,upper class,0.652873084,0,before 2015,1,1,10238,12000,sedan,0,0,2,1
68125,65+,male,minority,30y+,university,upper class,0.746672171,1,after 2015,0,1,10238,17000,sedan,1,1,2,0
728209,26-39,male,majority,0-9y,none,poverty,0.396997084,0,before 2015,0,0,10238,14000,sedan,0,0,0,1
159702,40-64,female,majority,20-29y,high school,upper class,,1,after 2015,1,1,10238,13000,sedan,1,0,1,0
862594,65+,male,majority,30y+,university,upper class,0.557869142,1,before 2015,1,1,32765,,sedan,6,1,4,0
982150,16-25,male,majority,0-9y,university,middle class,0.478853842,0,before 2015,1,0,10238,16000,sedan,0,0,0,1
788465,26-39,female,majority,10-19y,none,poverty,0.298355059,0,before 2015,0,1,32765,10000,sedan,2,0,1,1
665832,40-64,male,majority,20-29y,high school,upper class,0.69293375,1,before 2015,1,1,10238,,sedan,4,3,6,0
307540,40-64,male,majority,20-29y,none,upper class,0.597195027,1,before 2015,1,1,10238,11000,sedan,5,1,5,0
509164,16-25,male,majority,0-9y,none,poverty,,0,before 2015,0,1,10238,,sedan,0,0,0,1
28882,26-39,female,majority,10-19y,university,middle class,,1,after 2015,0,1,10238,13000,sedan,0,0,0,0
113052,26-39,male,majority,0-9y,high school,middle class,0.734700128,1,before 2015,0,0,10238,16000,sedan,0,0,0,1
902987,26-39,female,majority,0-9y,university,upper class,0.794314374,1,after 2015,0,1,10238,11000,sedan,0,0,0,0
410728,40-64,female,majority,20-29y,high school,upper class,0.682782426,1,after 2015,1,1,32765,9000,sedan,4,0,0,0
772749,65+,male,minority,0-9y,university,upper class,0.612903887,1,after 2015,1,1,10238,11000,sedan,0,0,0,0
260884,40-64,male,majority,0-9y,high school,upper class,0.58857452,0,after 2015,0,1,10238,11000,sedan,0,0,0,0
512062,40-64,male,majority,20-29y,high school,upper class,,1,before 2015,1,1,32765,10000,sedan,4,0,0,0
802909,26-39,female,minority,0-9y,none,middle class,0.364241238,0,after 2015,0,0,10238,15000,sedan,0,0,0,1
825302,40-64,male,majority,20-29y,high school,middle class,0.599420134,1,before 2015,0,1,10238,14000,sedan,3,2,1,0
784441,40-64,female,majority,10-19y,none,poverty,0.233548343,0,before 2015,0,1,10238,13000,sedan,0,1,0,0
8309,16-25,male,majority,0-9y,high school,middle class,0.519322805,1,after 2015,0,1,92101,,sedan,0,0,0,1
330143,26-39,female,minority,10-19y,university,upper class,0.734556256,1,before 2015,1,1,10238,9000,sedan,0,1,0,0
360864,40-64,male,majority,10-19y,high school,middle class,,1,after 2015,0,1,10238,14000,sedan,0,0,1,0
891782,16-25,male,majority,0-9y,high school,poverty,0.155596581,0,before 2015,0,0,10238,13000,sedan,0,0,0,1
783720,26-39,male,minority,10-19y,high school,middle class,0.535878012,0,before 2015,0,1,10238,11000,sedan,0,0,1,0
409125,26-39,male,majority,0-9y,university,upper class,0.571456342,1,after 2015,0,1,10238,11000,sedan,0,0,0,0
64931,65+,female,majority,30y+,university,upper class,0.670091945,0,before 2015,1,1,92101,11000,sedan,1,0,1,0
732342,65+,female,majority,30y+,high school,upper class,0.574314853,1,before 2015,0,1,10238,9000,sedan,2,0,1,0
522923,26-39,male,majority,0-9y,university,upper class,0.644713644,1,before 2015,0,0,10238,15000,sedan,0,0,0,1
478302,65+,male,majority,30y+,university,upper class,0.50115799,1,before 2015,1,1,10238,12000,sedan,7,1,4,0
943632,40-64,male,majority,10-19y,university,upper class,0.83820504,1,after 2015,1,1,10238,10000,sedan,1,0,3,0
19712,26-39,female,minority,10-19y,high school,middle class,0.524613799,1,before 2015,0,1,10238,12000,sedan,1,0,1,0
276067,65+,male,minority,30y+,none,upper class,0.554823599,1,after 2015,0,1,10238,15000,sedan,3,1,4,0
579325,65+,female,majority,20-29y,high school,upper class,0.670372761,1,before 2015,1,0,10238,14000,sedan,4,0,0,0
758718,16-25,male,majority,0-9y,high school,working class,0.199165932,0,after 2015,1,1,10238,8000,sedan,0,0,0,0
561454,40-64,female,majority,10-19y,university,upper class,,1,before 2015,1,1,32765,8000,sedan,4,0,1,0
882322,26-39,male,majority,0-9y,high school,middle class,0.345796126,1,before 2015,0,0,32765,12000,sedan,0,0,0,1
35012,40-64,male,majority,20-29y,none,working class,0.421740641,1,before 2015,0,1,10238,10000,sedan,5,0,4,0
357892,16-25,male,majority,0-9y,high school,poverty,0.37185298,0,before 2015,1,0,32765,11000,sports car,0,0,0,1
748256,16-25,male,majority,0-9y,high school,poverty,,0,before 2015,0,1,32765,,sedan,0,0,0,1
118047,26-39,male,majority,10-19y,high school,middle class,0.359096733,1,before 2015,1,0,10238,12000,sedan,0,0,3,0
986745,26-39,female,majority,10-19y,none,poverty,0.252827465,1,before 2015,0,1,32765,11000,sedan,1,0,1,0
518535,26-39,female,majority,10-19y,university,upper class,0.73879758,0,after 2015,1,0,10238,13000,sedan,1,1,0,0
420012,26-39,male,majority,10-19y,none,poverty,0.380041183,0,before 2015,0,1,10238,10000,sports car,0,0,2,1
190062,26-39,male,majority,10-19y,high school,working class,0.372447205,1,before 2015,0,0,10238,14000,sedan,3,1,1,1
836330,40-64,male,majority,20-29y,university,upper class,0.610967678,1,before 2015,1,1,10238,,sedan,4,1,2,0
688730,40-64,male,majority,20-29y,none,middle class,0.502031196,0,before 2015,1,1,32765,10000,sedan,9,1,1,0
559448,40-64,female,majority,20-29y,none,working class,,1,before 2015,0,0,10238,15000,sedan,1,0,0,0
272339,16-25,male,majority,0-9y,university,middle class,0.449186612,1,after 2015,0,0,10238,13000,sedan,0,0,0,1
551851,26-39,female,majority,10-19y,high school,poverty,,1,after 2015,1,0,32765,11000,sedan,1,0,0,0
557804,16-25,female,majority,0-9y,high school,poverty,0.383938323,0,before 2015,0,0,10238,16000,sedan,0,0,0,1
895279,40-64,female,majority,20-29y,none,middle class,0.483247185,1,after 2015,0,1,10238,11000,sedan,2,0,0,0
72914,26-39,male,majority,10-19y,high school,working class,0.548349923,1,before 2015,0,1,10238,13000,sedan,1,1,1,0
780961,65+,female,majority,30y+,university,upper class,0.534584147,1,after 2015,1,1,32765,12000,sedan,4,1,0,0
246434,65+,female,majority,10-19y,high school,upper class,0.508682544,1,before 2015,1,1,32765,5000,sedan,2,0,0,0
691719,26-39,male,majority,10-19y,high school,working class,0.385487816,0,before 2015,1,1,92101,10000,sedan,1,0,0,1
552705,40-64,female,majority,0-9y,high school,working class,0.318667702,1,before 2015,0,1,10238,13000,sedan,0,0,0,0
273160,40-64,female,majority,0-9y,university,middle class,0.528315435,1,after 2015,0,0,10238,14000,sedan,0,0,0,0
67358,40-64,female,majority,20-29y,high school,middle class,0.646379686,1,before 2015,0,1,10238,12000,sedan,0,0,1,0
897090,40-64,male,minority,20-29y,high school,upper class,0.632247394,1,after 2015,1,0,10238,9000,sedan,2,0,7,0
170435,16-25,female,majority,0-9y,high school,poverty,0.412636786,1,before 2015,1,0,10238,13000,sedan,0,0,0,0
956607,26-39,female,majority,0-9y,university,middle class,0.561189881,1,after 2015,1,1,10238,8000,sedan,0,0,0,0
281734,65+,female,majority,0-9y,university,upper class,0.690884884,1,before 2015,0,1,92101,13000,sedan,0,0,0,1
96024,16-25,male,majority,0-9y,high school,poverty,0.343790244,0,before 2015,0,1,10238,12000,sedan,0,0,0,1
378747,26-39,female,majority,0-9y,university,middle class,0.543460854,1,before 2015,1,0,10238,11000,sedan,0,0,0,1
590245,26-39,female,minority,10-19y,university,upper class,0.776215522,1,before 2015,0,1,32765,9000,sedan,1,0,2,1
246413,26-39,female,majority,10-19y,university,working class,0.531821228,1,before 2015,0,0,32765,13000,sedan,0,1,0,0
683607,16-25,male,majority,0-9y,university,poverty,0.284359424,0,before 2015,0,0,32765,13000,sedan,0,0,0,1
331632,26-39,male,minority,0-9y,none,working class,0.319950572,1,before 2015,1,1,10238,13000,sports car,0,0,0,1
222583,40-64,male,majority,20-29y,university,upper class,0.694626723,1,after 2015,1,1,32765,12000,sedan,3,0,0,0
213883,65+,female,majority,0-9y,high school,upper class,0.782083395,1,after 2015,0,1,32765,10000,sedan,0,0,0,0
250003,40-64,female,majority,20-29y,high school,upper class,,1,after 2015,0,1,10238,10000,sedan,3,0,1,0
29534,40-64,male,majority,0-9y,university,upper class,0.57243062,1,before 2015,1,0,10238,13000,sedan,0,0,0,1
914388,65+,male,majority,30y+,high school,upper class,0.583326737,1,after 2015,0,1,10238,14000,sedan,4,1,6,0
957391,16-25,female,majority,0-9y,high school,poverty,0.333622142,0,before 2015,1,1,10238,10000,sedan,0,0,0,1
276387,40-64,male,majority,20-29y,university,upper class,0.870610541,1,after 2015,1,0,32765,10000,sports car,5,2,1,0
486150,40-64,male,majority,20-29y,university,middle class,0.6835623,0,after 2015,1,1,10238,9000,sedan,2,0,5,0
773045,65+,female,minority,20-29y,university,upper class,0.735130335,0,after 2015,0,1,10238,11000,sedan,0,0,3,0
586978,40-64,female,majority,0-9y,university,upper class,0.692154838,1,before 2015,1,0,10238,18000,sedan,0,0,0,0
921219,26-39,female,majority,10-19y,none,working class,0.510450549,1,after 2015,1,1,10238,14000,sedan,1,0,0,0
207942,26-39,female,minority,0-9y,none,working class,0.498433638,1,before 2015,0,1,10238,13000,sedan,0,0,0,0
327622,26-39,male,majority,10-19y,high school,working class,0.486403852,1,before 2015,1,0,10238,12000,sedan,0,1,0,0
345510,65+,female,minority,30y+,university,upper class,,1,before 2015,0,0,32765,12000,sedan,1,0,2,0
313208,26-39,male,minority,10-19y,high school,working class,0.519225017,1,before 2015,0,0,32765,11000,sedan,1,0,0,0
453375,40-64,male,minority,20-29y,high school,middle class,0.505928954,1,before 2015,1,0,10238,12000,sports car,3,0,7,0
487944,16-25,male,majority,0-9y,university,middle class,0.375939066,0,after 2015,1,0,10238,15000,sedan,0,0,0,1
227891,16-25,female,majority,0-9y,high school,upper class,0.621238238,1,before 2015,0,0,32765,13000,sedan,0,0,0,1
314564,16-25,female,majority,0-9y,high school,poverty,0.397513935,0,before 2015,1,0,10238,13000,sedan,0,0,0,1
306173,16-25,male,majority,0-9y,university,working class,0.397698378,0,before 2015,0,1,10238,11000,sedan,0,0,0,1
703581,26-39,male,majority,10-19y,high school,upper class,0.447393953,1,before 2015,1,1,10238,10000,sedan,2,0,4,0
998901,26-39,female,majority,10-19y,none,working class,,1,before 2015,1,1,92101,6000,sedan,1,0,0,1
550420,26-39,female,minority,10-19y,high school,upper class,0.610064696,1,after 2015,0,1,32765,9000,sedan,2,1,1,0
741036,40-64,female,majority,20-29y,university,upper class,0.669831859,1,before 2015,1,0,32765,10000,sedan,5,0,0,0
765391,40-64,male,majority,20-29y,high school,working class,0.394203084,1,before 2015,1,1,10238,15000,sedan,2,0,0,1
778184,65+,female,majority,30y+,university,upper class,0.506917235,1,after 2015,1,1,10238,,sedan,1,0,1,0
88198,26-39,male,majority,10-19y,none,poverty,0.257649711,0,before 2015,0,1,32765,12000,sedan,3,0,0,0
810318,40-64,male,majority,20-29y,high school,middle class,0.538041306,1,after 2015,1,1,10238,11000,sedan,3,1,1,0
517060,65+,female,majority,10-19y,university,upper class,0.544831821,1,before 2015,1,1,10238,12000,sedan,1,0,0,0
511639,40-64,female,majority,20-29y,high school,upper class,0.650417684,1,before 2015,1,1,32765,,sedan,2,0,0,0
389152,16-25,female,majority,0-9y,high school,middle class,0.600231266,1,after 2015,1,1,32765,7000,sedan,0,0,0,0
209049,26-39,male,majority,10-19y,university,upper class,0.63526791,1,before 2015,1,1,32765,,sedan,3,0,1,1
20986,26-39,male,majority,10-19y,university,upper class,0.748130743,1,before 2015,1,1,32765,10000,sedan,3,1,2,0
273504,65+,male,majority,30y+,university,upper class,0.529803483,1,before 2015,1,1,10238,,sedan,5,0,8,0
700831,16-25,male,majority,0-9y,high school,working class,0.300987683,0,before 2015,0,1,10238,12000,sedan,0,0,0,1
384446,40-64,male,majority,20-29y,university,upper class,0.633102872,1,after 2015,1,1,10238,10000,sedan,1,0,1,0
550482,16-25,female,majority,0-9y,high school,working class,0.354979123,1,after 2015,0,1,10238,9000,sedan,0,0,0,0
572797,26-39,male,majority,10-19y,high school,middle class,0.506196045,1,before 2015,0,0,10238,13000,sedan,1,0,3,0
11854,26-39,male,majority,0-9y,high school,working class,0.559229774,1,before 2015,1,1,10238,13000,sedan,0,0,0,1
517332,26-39,male,majority,0-9y,high school,middle class,,1,before 2015,0,0,32765,11000,sedan,0,0,0,1
864356,40-64,male,majority,20-29y,university,upper class,0.415880659,1,after 2015,1,1,10238,12000,sedan,6,2,2,0
850066,40-64,female,majority,20-29y,high school,middle class,0.556105996,1,before 2015,0,1,10238,12000,sedan,3,0,2,0
428609,26-39,male,majority,10-19y,high school,working class,0.440322942,0,before 2015,0,0,10238,13000,sedan,0,0,0,1
590798,16-25,male,majority,0-9y,high school,poverty,0.273527899,0,before 2015,0,1,92101,13000,sedan,0,0,0,1
142359,16-25,female,minority,0-9y,none,poverty,0.360307698,0,before 2015,0,1,10238,16000,sedan,0,0,0,1
612627,26-39,female,majority,10-19y,none,poverty,,1,before 2015,0,0,10238,16000,sedan,0,0,1,0
926871,40-64,female,majority,10-19y,university,working class,0.405510935,0,before 2015,1,1,32765,8000,sedan,3,0,0,0
738180,16-25,female,majority,0-9y,high school,middle class,0.741877854,1,before 2015,0,0,32765,11000,sedan,0,0,0,0
201203,40-64,female,majority,20-29y,university,middle class,0.628190237,0,after 2015,0,0,32765,,sedan,0,0,0,0
987920,40-64,male,majority,0-9y,university,upper class,0.775418777,1,after 2015,0,1,10238,12000,sedan,0,0,0,0
795672,26-39,male,majority,10-19y,none,poverty,0.336417011,1,before 2015,0,0,32765,16000,sedan,1,0,1,1
116168,26-39,male,minority,0-9y,university,middle class,0.517395793,1,after 2015,0,0,32765,10000,sedan,0,0,0,0
878870,26-39,female,majority,10-19y,high school,poverty,0.160705688,1,before 2015,0,0,10238,15000,sedan,1,0,0,1
287238,65+,female,majority,30y+,high school,upper class,0.679525937,1,before 2015,1,1,10238,10000,sedan,2,1,0,0
668517,40-64,female,majority,20-29y,high school,upper class,0.612738669,1,before 2015,1,1,10238,12000,sedan,1,0,0,0
210290,65+,female,majority,30y+,university,upper class,0.612067945,1,before 2015,0,1,10238,9000,sedan,4,0,2,0
723965,26-39,male,majority,10-19y,high school,working class,0.552069269,1,before 2015,0,1,10238,15000,sedan,0,0,0,0
684156,26-39,male,minority,10-19y,none,poverty,0.337590514,0,before 2015,1,1,32765,12000,sedan,4,0,0,1
112524,26-39,male,majority,10-19y,university,upper class,0.652743247,1,before 2015,0,1,10238,11000,sedan,1,0,2,0
767456,26-39,female,majority,0-9y,none,poverty,0.441531922,0,before 2015,0,1,10238,11000,sedan,0,0,0,0
843251,16-25,male,minority,0-9y,high school,working class,,0,before 2015,1,1,10238,10000,sedan,0,0,0,1
446121,65+,male,majority,30y+,none,upper class,0.550373686,0,before 2015,1,1,32765,8000,sedan,8,4,0,0
817613,40-64,female,majority,0-9y,none,middle class,0.547246807,1,before 2015,1,1,10238,11000,sedan,0,0,0,0
487791,40-64,male,majority,0-9y,high school,working class,0.319967517,0,before 2015,0,0,10238,12000,sedan,0,0,0,1
820634,16-25,male,majority,0-9y,university,middle class,0.65145438,1,after 2015,0,1,10238,,sedan,0,0,0,0
328200,65+,female,majority,10-19y,university,upper class,0.424064418,0,after 2015,1,1,32765,11000,sedan,0,0,0,0
946774,26-39,male,majority,10-19y,university,upper class,0.620769927,0,before 2015,1,1,10238,8000,sedan,2,0,2,1
94852,26-39,female,majority,10-19y,university,upper class,0.692734458,0,after 2015,1,1,10238,9000,sedan,1,0,1,0
511559,40-64,male,majority,20-29y,high school,upper class,,1,after 2015,1,0,32765,11000,sedan,5,1,2,0
297103,16-25,female,majority,0-9y,none,poverty,0.438224062,0,before 2015,0,0,10238,17000,sedan,0,0,0,1
818433,16-25,male,majority,0-9y,university,working class,0.235086651,1,after 2015,0,0,10238,17000,sedan,0,0,0,0
286174,40-64,female,majority,20-29y,university,upper class,0.562745444,1,after 2015,1,1,10238,9000,sedan,1,1,0,0
153124,65+,female,majority,30y+,high school,upper class,,1,before 2015,1,1,10238,,sedan,1,1,2,0
151422,65+,female,majority,30y+,university,upper class,0.65500094,1,after 2015,1,1,10238,9000,sedan,4,1,3,0
284446,16-25,male,majority,0-9y,university,middle class,0.490225946,1,before 2015,0,1,10238,13000,sedan,0,0,0,1
330298,16-25,female,majority,0-9y,university,middle class,0.573678482,0,before 2015,0,1,10238,13000,sedan,0,0,0,1
682907,65+,female,majority,30y+,high school,upper class,0.670052764,1,before 2015,1,1,10238,10000,sedan,0,1,1,0
126967,40-64,male,majority,20-29y,university,upper class,0.718594531,1,before 2015,1,1,10238,9000,sedan,4,2,3,0
20059,65+,female,majority,30y+,none,upper class,0.673865148,1,before 2015,1,1,92101,9000,sedan,4,0,1,0
3794,16-25,female,minority,0-9y,none,poverty,0.394331912,0,before 2015,0,0,10238,20000,sedan,0,0,0,1
987063,65+,male,majority,30y+,high school,upper class,0.511926388,1,after 2015,1,1,10238,8000,sedan,4,0,1,0
151493,16-25,male,majority,0-9y,high school,working class,0.35171819,0,before 2015,0,1,10238,,sedan,0,0,0,1
908853,65+,male,majority,10-19y,university,upper class,0.494675906,1,before 2015,1,1,10238,10000,sedan,0,1,1,0
271560,65+,male,majority,10-19y,university,upper class,0.625940409,1,after 2015,1,0,21217,12000,sedan,2,0,1,1
269359,26-39,female,majority,10-19y,high school,upper class,,1,after 2015,1,0,92101,,sedan,1,0,1,0
969295,16-25,male,minority,0-9y,high school,poverty,0.241822675,0,before 2015,1,0,32765,6000,sedan,0,0,0,1
787582,40-64,female,majority,20-29y,university,upper class,0.552478659,1,before 2015,1,0,10238,11000,sedan,1,0,2,0
147438,40-64,male,majority,0-9y,university,upper class,0.493169284,1,after 2015,1,1,10238,9000,sports car,0,0,0,1
160308,40-64,female,minority,0-9y,high school,upper class,0.76727855,1,after 2015,1,1,10238,9000,sedan,0,0,0,0
335262,65+,male,majority,30y+,university,upper class,0.67948384,1,after 2015,0,1,10238,,sedan,1,0,2,0
866012,16-25,female,majority,0-9y,university,working class,,0,before 2015,0,0,92101,13000,sedan,0,0,0,1
547620,16-25,female,minority,0-9y,none,poverty,0.385487034,0,before 2015,0,0,10238,,sedan,0,0,0,1
373067,26-39,female,majority,10-19y,university,upper class,0.747843069,1,before 2015,1,1,32765,13000,sedan,1,0,0,0
312573,40-64,male,majority,20-29y,high school,middle class,0.475293574,0,before 2015,0,1,32765,9000,sedan,6,1,2,1
799036,16-25,female,majority,0-9y,none,poverty,0.421430059,0,before 2015,0,0,10238,16000,sedan,0,0,0,1
840460,40-64,female,majority,20-29y,university,upper class,0.692264681,1,after 2015,0,0,32765,16000,sedan,2,0,2,0
545108,65+,female,majority,20-29y,none,middle class,0.527208345,1,before 2015,0,1,32765,13000,sedan,1,1,2,1
793,40-64,female,majority,20-29y,university,upper class,0.523569149,1,after 2015,1,1,10238,9000,sedan,0,1,1,0
372351,65+,male,minority,10-19y,high school,upper class,0.624751048,1,before 2015,1,1,10238,12000,sedan,2,0,2,0
807197,26-39,male,majority,10-19y,university,upper class,0.557252968,1,before 2015,1,1,10238,10000,sedan,3,0,1,0
457744,40-64,female,majority,0-9y,university,upper class,0.727533129,1,before 2015,0,0,10238,14000,sedan,0,0,0,1
790241,26-39,female,majority,0-9y,high school,middle class,0.708304096,0,before 2015,0,1,10238,16000,sedan,0,0,0,1
946971,40-64,female,minority,20-29y,none,middle class,0.368039219,0,before 2015,1,1,10238,13000,sedan,0,1,2,0
931908,26-39,female,majority,10-19y,high school,working class,0.507647245,1,after 2015,0,1,10238,14000,sedan,3,0,0,0
672440,26-39,male,majority,10-19y,high school,middle class,0.563573507,1,before 2015,1,1,92101,11000,sedan,2,0,1,0
297005,65+,male,majority,30y+,high school,upper class,0.547795099,1,after 2015,1,1,32765,8000,sedan,10,2,2,0
559584,16-25,male,majority,0-9y,none,poverty,0.613256838,0,after 2015,0,1,10238,13000,sedan,0,0,0,1
383423,16-25,female,majority,0-9y,none,poverty,0.338730887,1,before 2015,0,0,10238,,sedan,0,0,0,1
