ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,OVERDUE
5021231,F,N,Y,1,225000,Working,Higher education,Civil marriage,House / apartment,-10604,-2374,1,0,0,0,3,NO
5021234,F,N,Y,1,67500,Commercial associate,Higher education,Married,House / apartment,-12450,-1466,1,0,0,0,3,NO
5021237,F,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-22747,365243,1,0,0,0,2,NO
5021250,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-18456,-6791,1,0,0,0,2,NO
5021263,F,N,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-19121,-735,1,0,0,0,1,NO
5021264,F,N,N,0,135000,Working,Incomplete higher,Single / not married,Rented apartment,-11448,-1982,1,0,0,0,1,NO
5021266,F,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-14512,-4596,1,0,0,0,3,NO
5021273,M,Y,Y,0,110250,Working,Higher education,Single / not married,House / apartment,-14129,-5758,1,0,0,0,1,NO
5021283,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-15594,-705,1,0,0,0,3,NO
5021284,F,N,Y,2,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22087,365243,1,0,0,0,4,NO
5021291,F,Y,Y,1,180000,Commercial associate,Higher education,Married,House / apartment,-11901,-183,1,0,0,1,3,NO
5021298,F,N,Y,0,90000,Working,Higher education,Single / not married,House / apartment,-15329,-1371,1,0,0,1,1,NO
5021302,M,N,N,1,472500,Commercial associate,Higher education,Married,With parents,-8907,-913,1,0,0,1,3,NO
5021305,M,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-16896,-248,1,0,0,0,2,NO
5021328,F,N,Y,0,90000,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,2,NO
5021339,M,Y,Y,3,270000,Working,Higher education,Married,House / apartment,-15174,-582,1,0,0,0,5,NO
5021344,M,N,Y,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,-14940,-1644,1,0,0,0,2,NO
5021346,F,Y,Y,0,315000,Working,Secondary / secondary special,Civil marriage,House / apartment,-14172,-2131,1,0,0,0,2,NO
5021347,F,N,N,0,67500,Working,Secondary / secondary special,Married,Municipal apartment,-11448,-1066,1,1,1,0,2,NO
5021350,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,2,NO
5021354,F,N,Y,2,67500,State servant,Incomplete higher,Married,With parents,-13259,-213,1,0,0,0,4,NO
5021365,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18454,-7518,1,0,0,0,2,NO
5021370,F,N,Y,0,247500,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,2,NO
5021382,F,N,Y,1,121500,Working,Higher education,Married,House / apartment,-11007,-762,1,0,0,0,3,NO
5021393,F,N,Y,0,189000,Pensioner,Incomplete higher,Widow,House / apartment,-21845,365243,1,0,0,0,1,NO
5021410,F,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,2,NO
5021425,F,Y,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,-21982,365243,1,0,1,0,2,NO
5021429,F,N,Y,0,126000,Commercial associate,Higher education,Single / not married,House / apartment,-18907,-2470,1,0,0,0,1,NO
5021434,M,N,Y,1,270000,State servant,Secondary / secondary special,Married,House / apartment,-17110,-370,1,0,0,0,3,NO
5021436,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9547,-1340,1,0,0,0,3,NO
5021444,F,N,Y,0,121500,Working,Secondary / secondary special,Married,With parents,-13315,-5204,1,1,1,0,2,NO
5021448,F,N,Y,0,196650,Commercial associate,Secondary / secondary special,Married,House / apartment,-21415,-2744,1,0,0,0,2,NO
5021451,F,N,Y,0,202500,Pensioner,Higher education,Married,House / apartment,-21148,365243,1,0,1,0,2,NO
5021455,F,N,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,-19040,-1070,1,1,1,0,2,NO
5021458,F,Y,N,1,225000,Working,Higher education,Civil marriage,House / apartment,-11501,-735,1,0,0,0,3,NO
5021464,F,Y,Y,1,166500,Working,Higher education,Married,House / apartment,-11782,-705,1,0,0,0,3,NO
5021466,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-8378,-370,1,0,0,0,2,NO
5021471,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-20407,365243,1,0,1,0,2,NO
5021474,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10450,-1218,1,0,1,1,3,NO
5021475,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,2,NO
5021487,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-10665,-1493,1,0,0,0,2,NO
5021490,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-10682,-609,1,0,1,0,1,NO
5021493,F,N,Y,1,157500,Working,Secondary / secondary special,Married,Municipal apartment,-15760,-1858,1,0,0,0,3,NO
5021496,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-15096,-2862,1,0,0,0,3,NO
5021500,M,Y,Y,4,292500,Working,Secondary / secondary special,Married,House / apartment,-14150,-401,1,0,0,0,6,NO
5021502,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-20958,365243,1,0,0,0,2,NO
5021508,F,N,Y,0,144000,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,2,NO
5021522,F,N,N,0,202500,Working,Higher education,Married,House / apartment,-19271,-4839,1,0,0,1,2,NO
5021530,F,N,Y,0,112500,Pensioner,Higher education,Widow,House / apartment,-22231,365243,1,0,0,0,1,NO
5021533,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,With parents,-12807,-2404,1,0,0,0,2,NO
5021534,M,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-22917,365243,1,0,0,0,2,NO
5021538,F,Y,N,1,306000,Working,Higher education,Married,House / apartment,-9310,-1678,1,0,0,0,3,NO
5021544,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,2,NO
5021553,F,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14335,-856,1,0,0,0,3,NO
5021554,M,Y,Y,1,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11843,-429,1,0,0,0,2,NO
5021555,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-18188,-578,1,0,0,0,2,NO
5021559,M,Y,Y,0,360000,Working,Incomplete higher,Married,House / apartment,-9906,-122,1,1,1,0,2,NO
5021566,F,N,N,0,76500,Working,Secondary / secondary special,Married,House / apartment,-15097,-5027,1,0,0,0,2,NO
5021568,F,N,Y,2,126000,Working,Higher education,Married,House / apartment,-12428,-4900,1,0,1,1,4,NO
5021572,M,N,N,0,270000,State servant,Incomplete higher,Married,House / apartment,-9787,-1674,1,0,0,0,2,NO
5021582,F,N,N,1,40500,State servant,Secondary / secondary special,Married,Rented apartment,-13052,-1952,1,0,0,0,3,NO
5021586,F,Y,Y,0,247500,Working,Incomplete higher,Separated,House / apartment,-19672,-1375,1,1,0,0,1,NO
5021591,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21589,365243,1,0,0,0,2,NO
5021594,M,Y,Y,1,306000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19201,-1309,1,0,1,0,3,NO
5021597,F,Y,Y,0,360000,Pensioner,Higher education,Married,House / apartment,-21269,365243,1,0,1,0,2,NO
5021600,F,N,Y,0,225000,State servant,Higher education,Married,House / apartment,-19309,-2435,1,0,1,0,2,NO
5021614,M,Y,Y,1,189000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16893,-1521,1,0,0,0,3,NO
5021616,F,Y,Y,0,270000,Working,Incomplete higher,Married,House / apartment,-11038,-2408,1,0,0,0,2,NO
5021617,F,N,Y,0,99000,Working,Secondary / secondary special,Civil marriage,House / apartment,-15250,-517,1,0,0,0,2,NO
5021620,F,Y,Y,3,126000,Working,Higher education,Married,House / apartment,-15003,-122,1,0,0,0,5,NO
5021627,F,Y,Y,0,225000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21918,365243,1,0,0,1,1,YES
5021630,M,N,Y,0,157500,Working,Higher education,Married,House / apartment,-11701,-3262,1,0,0,0,2,NO
5021639,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-21456,-425,1,0,0,0,2,NO
5021643,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-13367,365243,1,0,1,0,2,NO
5021644,F,Y,Y,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,-22831,365243,1,0,0,0,2,NO
5021645,F,N,Y,0,292500,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,2,NO
5021652,M,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,3,NO
5021662,M,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,3,NO
5021678,M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745,-3653,1,0,0,0,1,NO
5021688,M,Y,Y,1,225000,Working,Incomplete higher,Married,House / apartment,-13205,-248,1,0,0,0,3,NO
5021693,M,Y,Y,2,337500,Working,Incomplete higher,Married,House / apartment,-12418,-1678,1,0,1,0,4,NO
5021696,F,N,Y,1,180000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18520,-2101,1,0,1,1,2,NO
5021702,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-15174,-3292,1,1,0,0,3,NO
5021708,F,N,Y,2,202500,Working,Lower secondary,Married,House / apartment,-13483,-5204,1,0,0,1,4,NO
5021712,F,N,Y,1,243000,Working,Higher education,Married,House / apartment,-14295,-5966,1,0,0,1,3,NO
5021716,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17039,-2986,1,0,1,0,2,NO
5021718,F,Y,Y,1,630000,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,3,NO
5021730,F,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16971,-1375,1,0,0,1,3,NO
5021733,F,N,Y,0,135000,Commercial associate,Higher education,Widow,House / apartment,-13471,-1797,1,0,0,0,1,NO
5021734,F,N,Y,0,189000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20858,365243,1,0,0,0,1,NO
5021740,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,3,NO
5021752,F,N,Y,0,171000,Working,Incomplete higher,Married,House / apartment,-11052,-609,1,0,0,0,2,NO
5021756,F,Y,Y,0,432000,Commercial associate,Incomplete higher,Married,House / apartment,-12719,-1218,1,0,1,1,2,NO
5021761,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,With parents,-16978,-821,1,0,0,0,2,NO
5021769,F,N,Y,1,67500,Working,Higher education,Married,House / apartment,-12774,-517,1,0,0,0,3,NO
5021772,F,N,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,2,NO
5021788,F,Y,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,-15021,-6879,1,0,0,0,4,NO
5021793,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12325,-187,1,0,0,0,2,NO
5021808,M,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-11009,-366,1,0,0,0,1,NO
5021809,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-18545,-425,1,0,0,0,2,NO
5021810,F,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,-11454,-1678,1,0,1,1,3,NO
5021822,F,N,Y,0,162000,Working,Higher education,Married,House / apartment,-17383,-4692,1,0,0,0,2,NO
5021826,M,N,Y,0,270000,Commercial associate,Higher education,Married,House / apartment,-15532,-1587,1,0,0,0,2,NO
5021827,F,N,Y,0,166500,Working,Incomplete higher,Married,House / apartment,-13156,-1917,1,0,0,0,2,NO
5021832,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11938,-2162,1,0,0,0,3,NO
5021838,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-20359,365243,1,0,0,1,2,NO
5021844,F,N,Y,1,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-8993,-152,1,1,0,0,3,NO
5021847,F,N,Y,1,135000,Working,Secondary / secondary special,Civil marriage,With parents,-10190,-279,1,0,0,0,3,NO
5021853,F,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-11961,-2131,1,0,0,0,3,NO
5021854,F,N,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,-10981,-1766,1,0,0,1,2,NO
5021857,F,Y,Y,1,315000,State servant,Higher education,Widow,House / apartment,-18233,-425,1,0,1,1,2,NO
5021873,M,Y,N,0,171000,Working,Secondary / secondary special,Single / not married,Rented apartment,-9545,-156,1,0,0,0,1,NO
5021876,M,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-13534,-2557,1,0,0,0,4,NO
5021879,M,Y,N,2,112500,Working,Secondary / secondary special,Married,House / apartment,-13095,-217,1,0,1,0,4,NO
5021882,F,Y,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,-16949,-1371,1,0,0,0,2,NO
5021895,F,N,Y,0,328500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20940,365243,1,0,0,0,2,NO
5021904,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-10328,-1156,1,0,0,0,2,NO
5021916,M,Y,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,-22815,365243,1,0,1,0,2,NO
5021919,F,Y,N,1,76500,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21583,365243,1,0,1,0,3,NO
5021922,F,N,Y,0,135000,Working,Higher education,Married,House / apartment,-12952,-1587,1,0,1,0,2,NO
5021926,F,Y,Y,2,135000,Working,Higher education,Separated,House / apartment,-20425,-5453,1,1,1,0,3,NO
5021928,F,N,Y,0,67500,Pensioner,Higher education,Married,House / apartment,-22212,365243,1,0,0,0,2,NO
5021940,F,Y,Y,0,445500,Commercial associate,Higher education,Married,House / apartment,-12477,-456,1,0,0,0,2,NO
5021954,F,N,Y,0,67500,Working,Secondary / secondary special,Single / not married,With parents,-9130,-2105,1,0,0,0,1,NO
5021958,F,Y,Y,0,76500,Working,Higher education,Married,House / apartment,-17743,-4205,1,0,0,0,2,NO
5021964,F,N,N,1,103500,Working,Secondary / secondary special,Married,House / apartment,-11720,-1191,1,0,0,0,3,NO
5021976,F,N,N,1,180000,Working,Secondary / secondary special,Single / not married,Rented apartment,-13100,-2013,1,0,0,1,2,NO
5021981,M,N,Y,0,315000,Pensioner,Secondary / secondary special,Married,House / apartment,-20282,365243,1,0,0,0,2,NO
5021983,M,Y,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-11177,-4205,1,0,0,0,3,NO
5021987,M,Y,Y,0,135000,Working,Higher education,Married,House / apartment,-9303,-852,1,0,0,0,2,NO
5021997,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18863,-1644,1,0,0,1,2,NO
5021999,F,N,Y,0,257625,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13898,-609,1,0,0,0,2,NO
5022000,M,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-20102,-1039,1,0,0,0,1,NO
5022003,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,1,NO
5022029,M,Y,Y,1,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14868,-3013,1,1,0,1,3,NO
5022033,M,N,Y,0,143100,Pensioner,Secondary / secondary special,Married,House / apartment,-22776,365243,1,0,1,0,2,NO
5022038,M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-10049,-1405,1,0,0,1,2,NO
5090394,F,Y,N,1,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11714,-1740,1,0,0,1,2,NO
5022046,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,Office apartment,-14917,-8157,1,1,1,0,2,NO
5022048,M,N,Y,0,202500,Working,Higher education,Single / not married,House / apartment,-12811,-4327,1,0,0,0,1,NO
5022056,F,N,Y,0,58500,Working,Secondary / secondary special,Married,House / apartment,-14731,-4931,1,0,0,1,2,NO
5022062,F,N,Y,0,180000,Pensioner,Higher education,Married,House / apartment,-20135,365243,1,0,1,0,2,NO
5022066,F,N,Y,0,216000,Working,Higher education,Married,With parents,-11445,-3657,1,0,1,0,2,NO
5022068,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19452,-1218,1,1,0,0,2,NO
5022077,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19205,-1552,1,1,1,0,2,NO
5022086,F,Y,Y,0,202500,Commercial associate,Incomplete higher,Married,House / apartment,-15812,-4231,1,1,1,1,2,NO
5022093,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22204,365243,1,0,1,0,1,NO
5022102,F,N,N,0,94500,Working,Secondary / secondary special,Single / not married,Rented apartment,-17836,-2561,1,0,0,0,1,NO
5022105,F,N,Y,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-18090,-5570,1,1,1,1,2,NO
5022113,M,Y,Y,1,135000,Working,Higher education,Married,House / apartment,-9621,-126,1,0,0,0,3,NO
5022116,M,N,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,-19686,-1131,1,0,0,0,2,NO
5022125,F,N,Y,0,135000,Commercial associate,Higher education,Civil marriage,House / apartment,-10091,-1525,1,0,0,1,2,NO
5022128,F,N,Y,0,135000,Pensioner,Higher education,Single / not married,House / apartment,-21881,365243,1,0,0,0,1,NO
5022130,M,Y,N,2,207000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13297,-762,1,0,0,0,4,NO
5022135,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-20681,365243,1,0,0,0,2,NO
5022140,F,N,Y,0,207000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19569,-2013,1,0,0,0,1,NO
5022143,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-13177,-1678,1,0,0,0,2,NO
5022147,F,Y,Y,2,180000,Commercial associate,Higher education,Married,House / apartment,-11719,-2866,1,0,1,1,4,NO
5022161,F,N,Y,0,288000,Pensioner,Secondary / secondary special,Separated,House / apartment,-21788,365243,1,0,1,0,1,NO
5022163,F,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-12044,-2805,1,0,0,0,3,NO
5022168,M,N,N,0,45000,Working,Lower secondary,Married,House / apartment,-13207,-766,1,0,1,0,2,NO
5022172,F,N,N,0,135000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-19911,-126,1,0,0,0,1,NO
5022176,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,2,NO
5022190,F,Y,Y,1,94500,Working,Secondary / secondary special,Married,House / apartment,-19780,-6849,1,0,0,0,3,NO
5022196,M,Y,Y,3,135000,Working,Secondary / secondary special,Married,House / apartment,-11945,-735,1,0,0,1,5,NO
5022200,M,Y,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-19270,-2531,1,1,0,0,2,NO
5022203,M,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14143,-275,1,0,1,0,3,NO
5022211,F,N,Y,0,315000,Working,Higher education,Separated,With parents,-12188,-3839,1,0,1,1,1,NO
5022212,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19161,-3347,1,1,1,0,2,NO
5022219,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23594,365243,1,0,0,0,1,NO
5022227,F,N,Y,1,54000,Working,Secondary / secondary special,Married,House / apartment,-15581,-187,1,0,0,0,3,NO
5022235,F,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14329,-6180,1,0,0,0,2,NO
5022240,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-15231,-8375,1,0,0,1,2,NO
5022261,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-15879,-1740,1,0,0,0,3,NO
5022263,M,Y,Y,0,131400,Pensioner,Secondary / secondary special,Married,House / apartment,-23646,365243,1,0,0,0,2,NO
5022277,F,N,N,0,166500,Working,Secondary / secondary special,Single / not married,Office apartment,-21127,-14127,1,0,0,0,1,NO
5022278,F,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-17556,-1921,1,0,1,0,2,NO
5022281,M,Y,N,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-10787,-279,1,0,0,1,1,NO
5022283,F,N,N,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15100,-3500,1,0,0,0,3,NO
5022284,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11664,-1466,1,0,0,0,1,NO
5022302,F,N,Y,0,90000,Working,Secondary / secondary special,Separated,House / apartment,-19042,-3319,1,0,0,0,1,NO
5022309,F,Y,Y,2,189000,Working,Secondary / secondary special,Married,House / apartment,-10815,-2713,1,1,1,0,4,NO
5022316,M,Y,N,1,270000,Commercial associate,Higher education,Married,House / apartment,-11373,-1371,1,0,0,0,3,NO
5022324,M,Y,Y,0,256500,Commercial associate,Higher education,Married,House / apartment,-21503,-1674,1,0,0,1,2,NO
5022338,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-9655,-156,1,0,0,0,1,NO
5022341,F,Y,Y,1,202500,State servant,Higher education,Married,House / apartment,-16200,-3627,1,0,0,0,3,NO
5022343,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23498,365243,1,0,0,0,1,NO
5022348,F,N,Y,1,234000,Working,Secondary / secondary special,Single / not married,House / apartment,-20693,-8036,1,0,0,0,2,NO
5022365,F,N,Y,0,54000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22739,365243,1,0,1,0,1,NO
5022366,M,Y,N,0,270000,Working,Incomplete higher,Married,House / apartment,-11172,-3504,1,0,0,0,2,NO
5022376,F,Y,Y,0,117000,Working,Secondary / secondary special,Married,Municipal apartment,-17536,-4113,1,0,1,0,2,NO
5022379,F,N,Y,0,225000,Commercial associate,Higher education,Widow,House / apartment,-21594,-11693,1,1,1,0,1,NO
5022385,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-8738,-126,1,1,0,0,2,NO
5022387,F,N,Y,0,153000,Pensioner,Higher education,Married,House / apartment,-21899,365243,1,0,1,0,2,NO
5022416,F,Y,Y,1,157500,Working,Higher education,Married,With parents,-10845,-521,1,0,0,1,3,NO
5022422,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-19187,-1218,1,1,1,0,2,NO
5022429,F,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-16569,-517,1,0,0,0,2,NO
5022430,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-21412,365243,1,0,0,0,2,NO
5022437,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-11470,-943,1,0,1,1,3,NO
5022439,F,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17927,-8553,1,0,0,0,2,NO
5022440,M,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10614,-1797,1,0,1,0,2,NO
5022442,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15914,-4354,1,0,1,0,2,NO
5022448,F,N,N,0,315000,Working,Secondary / secondary special,Separated,House / apartment,-17570,-1978,1,0,0,1,1,NO
5022454,M,Y,Y,1,144000,Working,Secondary / secondary special,Married,House / apartment,-8696,-1070,1,0,0,1,3,NO
5022460,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-14173,-217,1,0,0,0,3,NO
5022462,M,Y,Y,0,405000,State servant,Secondary / secondary special,Married,House / apartment,-17309,-3500,1,0,0,0,2,NO
5022477,F,N,Y,0,135000,Working,Incomplete higher,Married,House / apartment,-13038,-1617,1,0,0,1,2,NO
5022481,M,N,Y,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-8145,365243,1,0,0,0,1,NO
5022482,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-16951,-3017,1,1,1,0,2,NO
5022492,M,Y,N,1,405000,State servant,Secondary / secondary special,Married,House / apartment,-14166,-2404,1,0,0,0,3,NO
5022504,F,N,Y,1,720000,Commercial associate,Higher education,Married,House / apartment,-16722,-2223,1,0,0,1,3,NO
5022507,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23570,365243,1,0,0,0,1,NO
5022512,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-15688,-731,1,0,0,0,2,NO
5022516,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20692,365243,1,0,1,0,1,NO
5022525,F,N,Y,0,121500,Pensioner,Secondary / secondary special,Married,House / apartment,-23484,365243,1,0,0,0,2,NO
5022530,M,N,Y,0,225000,Working,Secondary / secondary special,Married,With parents,-18630,-1462,1,0,0,0,2,NO
5022535,F,N,Y,2,202500,Working,Higher education,Married,House / apartment,-10724,-3074,1,0,0,0,4,NO
5022539,M,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-13163,-1405,1,0,0,0,2,NO
5022541,F,N,Y,0,247500,Commercial associate,Higher education,Single / not married,House / apartment,-11984,-2043,1,0,0,1,1,NO
5022553,F,N,Y,0,112500,Working,Higher education,Civil marriage,House / apartment,-11234,-2531,1,0,1,1,2,NO
5022559,F,N,Y,1,225000,Working,Higher education,Married,House / apartment,-13071,-1344,1,0,0,0,3,NO
5022569,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-14836,-1740,1,0,0,0,2,NO
5022571,M,Y,Y,0,202500,Pensioner,Higher education,Married,House / apartment,-21721,365243,1,0,0,0,2,NO
5022577,M,N,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-8533,-582,1,0,0,0,1,NO
5022582,F,N,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-17803,-10079,1,0,1,0,1,NO
5022592,F,N,Y,1,144000,Working,Higher education,Civil marriage,House / apartment,-13435,-122,1,1,1,1,3,NO
5022602,M,N,Y,0,337500,Working,Higher education,Married,House / apartment,-13263,-5269,1,0,0,0,2,NO
5022606,F,N,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-8603,-1005,1,1,1,0,3,NO
5022608,M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-10144,-825,1,0,0,0,3,NO
5022614,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12022,-1674,1,0,0,1,2,NO
5022620,M,Y,N,0,247500,State servant,Higher education,Married,With parents,-12118,-2313,1,1,1,1,2,NO
