Order_ID,Order_Date,Gender,Product,Quantity,Total_Sales_USD,Payment_Method,State,Sales_Channel
ORD-00366,2025-07-14,M,Jeans,9,,PayPal,NY,
ORD-00367,2025-02-02,F,Desk,5,3749.12,PayPal,FL,
ORD-00368,2025-02-09,F,Blender,5,3683.31,Apple Pay,TX,
ORD-00369,2025-08-23,F,T-shirt,10,9326.7,Credit Card,NY,
ORD-00370,2025-11-14,M,Air Fryer,7,3581.77,Bank Transfer,TX,
ORD-00371,2025-11-30,F,Dumbbell,7,8588.33,PayPal,TX,
ORD-00372,2025-04-01,M,,4,2915.74,Bank Transfer,TX,
ORD-00373,2025-06-16,M,Blender,10,11773.22,Bank Transfer,,
ORD-00374,2025-04-13,M,Dumbbell,2,2798.92,PayPal,IL,
ORD-00375,2025-05-30,M,Headphones,4,2675.65,Credit Card,FL,
ORD-00376,2025-12-04,F,Bike,5,1890.96,PayPal,FL,
ORD-00377,2025-09-03,M,Treadmill,8,11889.9,Bank Transfer,IL,
ORD-00378,2025-07-04,F,,1,1190.27,Credit Card,CA,Online
ORD-00379,2025-01-23,M,Handbag,3,2932.68,Bank Transfer,TX,
ORD-00380,2025-04-24,M,Treadmill,1,165.94,PayPal,FL,
ORD-00381,2025-10-29,F,Blender,8,9304.53,PayPal,TX,
ORD-00382,2025-02-13,M,Headphones,2,914.48,Credit Card,NY,
ORD-00383,2025-04-16,,Desk,6,4163.35,,TX,
ORD-00384,2025-08-20,M,Treadmill,8,8708.41,Apple Pay,CA,
ORD-00385,2025-06-25,,Air Fryer,2,106.85,,NY,In-Store
ORD-00386,2025-06-19,F,Jeans,3,2510.48,Bank Transfer,FL,
ORD-00387,2025-12-03,F,T-shirt,3,887.56,Bank Transfer,FL,Online
ORD-00388,2025-08-08,M,Camera,4,2741.48,Bank Transfer,,
ORD-00389,2025-02-02,,Sneakers,5,5667.21,,IL,
ORD-00390,2025-02-28,M,Handbag,6,1870.02,Apple Pay,,
ORD-00391,2025-10-28,F,Microwave,7,6473.16,Credit Card,TX,
ORD-00392,2025-12-11,F,Blender,,2753.41,Apple Pay,IL,
ORD-00393,2025-06-06,F,Smartphone,6,1166.61,Credit Card,NY,
ORD-00394,2025-11-02,M,Sofa,9,5354.33,PayPal,,
ORD-00395,2025-10-03,M,Tent,3,2220.82,PayPal,IL,Mobile
ORD-00396,2025-06-11,M,T-shirt,5,1138.19,Bank Transfer,IL,Mobile
ORD-00397,2025-04-10,M,Tablet,1,737.22,Bank Transfer,IL,
ORD-00398,2025-08-16,M,Tent,8,,Bank Transfer,NY,
ORD-00399,2025-04-23,M,Camera,1,1197.9,Apple Pay,CA,
ORD-00400,2025-08-23,F,Sofa,9,4025.09,Bank Transfer,IL,
ORD-00401,2025-10-06,,Camera,2,832.95,,IL,
ORD-00402,2025-08-06,F,Headphones,9,,Credit Card,NY,
ORD-00403,2025-02-14,M,Air Fryer,,3271.73,Bank Transfer,CA,
ORD-00404,2025-12-30,F,Sneakers,10,10399.18,Bank Transfer,NY,
ORD-00405,2025-10-19,M,Sneakers,4,4848.21,Apple Pay,IL,Online
ORD-00406,2025-12-27,M,Microwave,9,2422.79,Apple Pay,TX,
ORD-00407,2025-07-30,M,Microwave,2,441.34,Credit Card,TX,Mobile
ORD-00408,2025-06-14,M,,4,945.76,PayPal,FL,
ORD-00409,2025-11-18,F,Bike,10,9559.55,Bank Transfer,FL,
ORD-00410,2025-05-23,,Treadmill,2,1232.44,,FL,
ORD-00411,2025-02-17,M,Dumbbell,10,236.6,Bank Transfer,TX,
ORD-00412,2025-08-08,F,Camera,7,2396.72,PayPal,,
ORD-00413,2025-10-23,,Desk,5,2599.39,,IL,
ORD-00414,2025-11-17,M,Dumbbell,,,Bank Transfer,CA,
ORD-00415,2025-08-08,M,Smartphone,8,5565.17,PayPal,NY,
ORD-00416,2025-07-04,F,Sofa,5,790.72,Apple Pay,CA,
ORD-00417,2025-06-06,F,Sofa,,606.59,PayPal,FL,
ORD-00418,2025-02-09,F,Laptop,1,,PayPal,,
ORD-00419,2025-12-23,M,Jeans,8,,Apple Pay,CA,
ORD-00420,2025-07-16,,Bike,8,998.61,,CA,
ORD-00421,2025-03-12,M,Tablet,6,7943.18,Bank Transfer,NY,
ORD-00422,2025-11-09,M,Jacket,9,,PayPal,FL,Mobile
ORD-00423,2025-11-12,F,Sofa,,4144.33,Bank Transfer,NY,
ORD-00424,2025-10-29,,Laptop,3,3400.86,,TX,In-Store
ORD-00425,2025-11-27,F,Dumbbell,3,1160.17,Credit Card,NY,
ORD-00426,2025-11-07,M,Air Fryer,5,1620.3,PayPal,FL,
ORD-00427,2025-02-27,M,Air Fryer,,3009.74,PayPal,FL,
ORD-00428,2025-06-12,M,Camera,1,1480.59,PayPal,FL,
ORD-00429,2025-08-30,M,Dumbbell,9,9276.79,Credit Card,CA,
ORD-00430,2025-01-31,M,Laptop,5,1696.5,Bank Transfer,IL,Mobile
ORD-00431,2025-07-25,F,Microwave,7,4528.24,Credit Card,IL,
ORD-00432,2025-09-19,M,Handbag,2,957.32,PayPal,NY,
ORD-00433,2025-11-29,F,Blender,10,9587.55,Credit Card,TX,
ORD-00434,2025-08-11,F,Bike,1,381.83,Credit Card,FL,In-Store
ORD-00435,2025-12-29,M,Tablet,3,590.33,PayPal,CA,
ORD-00436,2025-05-13,F,T-shirt,,4764.29,PayPal,TX,
ORD-00437,2025-01-16,M,Handbag,2,2323.43,Apple Pay,FL,
ORD-00438,2025-10-23,F,Microwave,2,818.33,Credit Card,FL,Online
ORD-00439,2025-10-18,M,Yoga Mat,6,612.3,PayPal,TX,In-Store
ORD-00440,2025-12-12,M,Handbag,2,2687.03,Credit Card,NY,
ORD-00441,2025-08-30,F,Laptop,1,381.94,Apple Pay,FL,Mobile
ORD-00442,2026-01-01,F,Sneakers,1,838.24,Bank Transfer,NY,In-Store
ORD-00443,2025-06-13,F,Sofa,7,9628.26,Apple Pay,CA,
ORD-00444,2025-01-27,F,Air Fryer,9,9148.7,PayPal,NY,
ORD-00445,2025-05-25,F,Headphones,2,2635.89,Apple Pay,TX,
ORD-00446,2025-04-13,F,Camera,8,254.36,Apple Pay,IL,In-Store
ORD-00447,2025-10-30,M,Microwave,4,2826.45,Bank Transfer,NY,
ORD-00448,2025-01-13,M,Sneakers,1,1399.95,PayPal,IL,Online
ORD-00449,2025-12-03,F,Air Fryer,6,,Bank Transfer,TX,
ORD-00450,2025-08-03,,Smartphone,9,13275.1,,CA,Mobile
ORD-00451,2025-04-29,M,Handbag,2,169.94,Bank Transfer,TX,
ORD-00452,2025-03-10,F,Treadmill,10,1614.54,Bank Transfer,CA,
ORD-00453,2025-05-14,M,Headphones,3,1111.27,Apple Pay,FL,In-Store
ORD-00454,2025-02-08,M,Desk,8,3379.96,PayPal,NY,In-Store
ORD-00455,2025-08-27,F,Smartphone,,526.55,Apple Pay,FL,Mobile
ORD-00456,2025-04-17,F,Camera,6,8685.96,Bank Transfer,,
ORD-00457,2025-12-18,M,,2,307.65,Apple Pay,IL,
ORD-00458,2025-12-31,M,Smartphone,6,1437.12,PayPal,TX,
ORD-00459,2025-05-14,F,Yoga Mat,1,1022.23,PayPal,CA,
ORD-00460,2025-05-08,F,Tent,9,10144.4,Credit Card,FL,
ORD-00461,2025-04-24,F,Smartphone,2,75.39,PayPal,NY,
ORD-00462,2025-05-13,F,Dumbbell,2,1763.68,Credit Card,CA,
ORD-00463,2025-02-17,F,Smartphone,8,9742.1,Apple Pay,CA,In-Store
ORD-00464,2025-10-21,M,Headphones,1,268.62,Bank Transfer,FL,
ORD-00465,2025-03-30,F,Treadmill,7,7218.09,Apple Pay,NY,
ORD-00466,2025-03-18,F,Handbag,,3400.48,Credit Card,IL,
ORD-00467,2025-10-09,F,Handbag,8,5037.99,Bank Transfer,CA,
ORD-00468,2025-04-13,F,Tablet,7,,PayPal,IL,
ORD-00469,2025-09-06,M,Headphones,6,4379.6,Apple Pay,IL,In-Store
ORD-00470,2025-06-13,F,Blender,5,1430.64,PayPal,CA,Mobile
ORD-00471,2025-10-27,,,8,6428.48,,NY,Online
ORD-00472,2025-01-29,M,Smartphone,4,1657.84,PayPal,IL,Online
ORD-00473,2025-10-31,F,,3,841.89,Apple Pay,TX,
ORD-00474,2025-10-16,F,Tablet,10,8541.38,PayPal,FL,
ORD-00475,2025-01-29,M,Sofa,8,609.49,PayPal,IL,
ORD-00476,2025-06-19,F,Jacket,9,6546.81,PayPal,NY,
ORD-00477,2025-03-17,F,Sofa,6,648.86,PayPal,CA,
ORD-00478,2025-12-06,M,Air Fryer,6,6376.3,Bank Transfer,IL,
ORD-00479,2025-03-22,F,Tablet,5,2487.26,Bank Transfer,FL,
ORD-00480,2025-11-11,F,Sofa,9,9418.22,Apple Pay,NY,
ORD-00481,2025-05-31,F,T-shirt,5,5531.56,PayPal,NY,
ORD-00482,2025-10-18,M,Camera,7,8953.84,Credit Card,NY,
ORD-00483,2025-02-23,F,Microwave,4,3866.71,Bank Transfer,NY,
ORD-00484,2025-06-13,F,Air Fryer,,2133.12,PayPal,CA,
ORD-00485,2025-05-08,M,Blender,1,412.51,Credit Card,TX,
ORD-00486,2025-08-13,M,Air Fryer,1,91.26,Bank Transfer,NY,Online
ORD-00487,2025-07-12,M,,7,3778.75,Credit Card,,
ORD-00488,2025-01-18,,Sneakers,8,1032.72,,CA,
ORD-00489,2025-03-29,,Desk,2,259.63,,NY,Mobile
ORD-00490,2025-11-11,M,Camera,2,1040.33,Bank Transfer,CA,
ORD-00491,2025-03-22,F,Bike,10,13368.35,Credit Card,CA,
ORD-00492,2025-10-11,M,Sofa,4,2502.94,Apple Pay,TX,
ORD-00493,2025-10-20,F,Sofa,2,186.92,Bank Transfer,NY,
ORD-00494,2025-05-31,F,Tablet,,652.86,Bank Transfer,NY,Mobile
ORD-00495,2025-05-30,M,Laptop,4,1091.33,Credit Card,FL,Mobile
ORD-00496,2025-12-05,F,Tablet,7,5018.98,Apple Pay,CA,
ORD-00497,2025-07-09,F,Bike,6,7983.18,PayPal,FL,
ORD-00498,2025-04-26,M,Tablet,8,5666.29,Apple Pay,IL,
ORD-00499,2025-06-26,F,Smartphone,2,293.69,Bank Transfer,IL,
ORD-00500,2025-09-25,M,Jeans,1,1264.38,Bank Transfer,IL,
ORD-00501,2025-02-10,F,Yoga Mat,4,2899.47,Bank Transfer,CA,
ORD-00502,2025-03-27,M,Jacket,8,2206.89,PayPal,NY,
ORD-00503,2025-12-16,M,Jacket,,951.9,Bank Transfer,NY,
ORD-00504,2025-02-04,,Jeans,5,2466.15,,,
ORD-00505,2025-09-24,M,Yoga Mat,6,7726.82,Bank Transfer,CA,
ORD-00506,2025-10-18,F,Treadmill,7,1690.29,Credit Card,CA,
ORD-00507,2025-07-30,F,Tablet,9,11903.41,Apple Pay,FL,Mobile
ORD-00508,2025-03-30,F,Yoga Mat,10,7201.09,Apple Pay,,
ORD-00509,2025-07-25,F,Jeans,10,10276.03,Credit Card,FL,
ORD-00510,2025-05-18,,Sofa,1,1123.71,,CA,In-Store
ORD-00511,2025-09-09,F,Desk,5,,Credit Card,NY,
ORD-00512,2025-06-14,,Handbag,8,9324.53,,FL,
ORD-00513,2025-07-28,F,Smartphone,8,2662.86,Bank Transfer,IL,
ORD-00514,2025-02-03,F,Air Fryer,,10722.65,Apple Pay,IL,
ORD-00515,2025-01-15,F,,9,11892.71,PayPal,NY,
ORD-00516,2025-01-26,F,,,275.78,Apple Pay,NY,
ORD-00517,2025-11-22,F,Desk,8,,Credit Card,CA,
ORD-00518,2025-04-01,F,Handbag,8,7193.48,Bank Transfer,IL,Mobile
ORD-00519,2025-05-13,F,Desk,3,3779.18,Credit Card,TX,
ORD-00520,2025-10-20,F,Headphones,1,261.1,PayPal,,
ORD-00521,2025-09-20,M,Sneakers,,4921.75,Credit Card,CA,Mobile
ORD-00522,2025-01-05,M,Bike,3,2729.07,PayPal,TX,
ORD-00523,2025-06-28,F,Desk,7,9417.2,Bank Transfer,TX,In-Store
ORD-00524,2025-11-16,M,T-shirt,5,5111.25,Bank Transfer,IL,
ORD-00525,2025-07-11,F,Laptop,9,13492.4,Apple Pay,TX,Online
ORD-00526,2025-05-22,F,Headphones,2,1035.4,Apple Pay,TX,
ORD-00527,2025-05-04,F,Desk,4,967.58,Credit Card,IL,Online
ORD-00528,2025-12-02,M,Dumbbell,3,3262.5,Bank Transfer,TX,Online
ORD-00529,2025-01-19,F,Blender,7,,PayPal,TX,
ORD-00530,2025-12-10,M,Jeans,8,10893.27,Apple Pay,IL,
ORD-00531,2025-02-19,F,Sofa,9,2592.73,Bank Transfer,NY,
ORD-00532,2025-06-21,F,Microwave,3,4264.34,Credit Card,NY,
ORD-00533,2025-06-19,F,Sofa,5,3211.5,Apple Pay,TX,
ORD-00534,2025-11-21,M,Blender,2,,Credit Card,FL,
ORD-00535,2025-07-15,M,Jeans,2,2607.79,Apple Pay,FL,
ORD-00536,2025-06-25,M,Smartphone,3,4466.02,Bank Transfer,IL,
ORD-00537,2025-04-03,F,Bike,6,7778.06,Credit Card,FL,
ORD-00538,2025-01-03,F,Sofa,6,5754.35,Bank Transfer,TX,
ORD-00539,2025-09-08,M,Sneakers,10,11514.36,Credit Card,NY,
ORD-00540,2025-09-02,,Tent,7,4584.7,,CA,
ORD-00541,2025-01-08,F,Camera,4,4405.5,Apple Pay,IL,
ORD-00542,2025-05-08,F,Jacket,1,947.5,PayPal,TX,
ORD-00543,2025-10-29,F,Sofa,2,1175.31,Apple Pay,NY,
ORD-00544,2025-08-22,M,Laptop,5,7118.63,Apple Pay,FL,
ORD-00545,2025-04-07,F,Handbag,8,,PayPal,FL,
ORD-00546,2025-03-09,M,Smartphone,4,4384.84,PayPal,CA,Mobile
ORD-00547,2025-01-20,F,Jacket,6,,Bank Transfer,,
ORD-00548,2025-12-01,F,Camera,1,999.72,Credit Card,CA,
ORD-00549,2025-10-08,M,Headphones,,4662.2,Apple Pay,FL,
ORD-00550,2025-12-05,F,Sneakers,1,,Credit Card,IL,Online
ORD-00551,2025-08-03,F,Microwave,10,10570.75,Credit Card,IL,Online
ORD-00552,2025-09-12,M,Tablet,2,2362.89,PayPal,,
ORD-00553,2025-07-03,F,Handbag,9,13141.95,Bank Transfer,TX,
ORD-00554,2025-04-17,M,Jacket,9,6791.44,Bank Transfer,TX,Mobile
ORD-00555,2025-02-26,M,Jacket,1,,Bank Transfer,NY,
ORD-00556,2025-02-21,F,Camera,2,2181.75,Apple Pay,NY,
ORD-00557,2025-02-21,F,Dumbbell,5,3535.65,PayPal,CA,
ORD-00558,2025-03-01,M,,6,3902.84,Credit Card,CA,
ORD-00559,2025-08-13,M,Smartphone,3,,Apple Pay,CA,In-Store
ORD-00560,2025-07-24,F,Desk,3,565.41,Bank Transfer,TX,Online
ORD-00561,2025-03-27,F,Tent,7,6862.05,Credit Card,NY,In-Store
ORD-00562,2025-10-30,F,Smartphone,2,1271.44,Bank Transfer,IL,
ORD-00563,2025-07-03,,Bike,10,,,NY,Mobile
ORD-00564,2025-08-14,M,,2,,Credit Card,,
ORD-00565,2025-12-14,M,Desk,1,1062.76,PayPal,TX,
ORD-00566,2025-12-06,M,Headphones,4,2933.02,Bank Transfer,NY,Online
ORD-00567,2025-08-29,M,Laptop,3,2304.72,Bank Transfer,NY,
ORD-00568,2025-05-23,F,Headphones,6,2259.12,Credit Card,IL,
ORD-00569,2025-05-01,M,Jeans,7,4317.95,Credit Card,FL,
ORD-00570,2025-09-13,F,Yoga Mat,8,1202.16,Bank Transfer,TX,In-Store
ORD-00571,2025-07-31,M,Headphones,1,171.91,Credit Card,IL,
ORD-00572,2025-11-23,M,Laptop,10,14454.93,Apple Pay,IL,
ORD-00573,2025-01-28,M,T-shirt,6,3346.48,PayPal,FL,
ORD-00574,2025-12-03,F,Microwave,10,9079.28,Apple Pay,FL,Online
ORD-00575,2025-07-01,F,Laptop,4,93.01,Apple Pay,IL,In-Store
ORD-00576,2025-09-10,F,Air Fryer,1,1347.38,PayPal,FL,
ORD-00577,2025-03-03,M,Tablet,,3099.64,Bank Transfer,NY,
ORD-00578,2025-08-01,F,Bike,6,1076.96,Credit Card,IL,
ORD-00579,2025-09-16,F,Headphones,8,7956.13,PayPal,FL,Online
ORD-00580,2025-08-10,F,Camera,1,838.77,Bank Transfer,IL,
ORD-00581,2025-03-07,M,Jeans,3,3303.4,Credit Card,FL,Mobile
ORD-00582,2025-11-08,M,Microwave,7,4477.37,PayPal,TX,
ORD-00583,2025-03-10,M,Dumbbell,5,3451.06,PayPal,FL,Online
ORD-00584,2025-10-11,F,Microwave,6,6441.44,PayPal,NY,Online
ORD-00585,2025-12-11,M,Jeans,5,5180.92,PayPal,NY,
ORD-00586,2025-10-26,F,Air Fryer,6,5113.05,Bank Transfer,IL,In-Store
ORD-00587,2025-01-13,M,Blender,1,,Bank Transfer,NY,
ORD-00588,2025-03-24,M,Laptop,4,1660.51,Apple Pay,TX,
ORD-00589,2025-10-05,M,Jacket,5,1609.61,Credit Card,TX,
ORD-00590,2025-10-15,M,Treadmill,10,13046.92,PayPal,IL,Online
ORD-00591,2025-12-23,F,Bike,9,10626.97,Apple Pay,CA,
ORD-00592,2025-12-17,F,Tent,7,10051.43,Apple Pay,IL,
ORD-00593,2025-08-15,F,Laptop,5,1602.85,PayPal,TX,
ORD-00594,2025-12-16,F,Sneakers,5,3421.23,Credit Card,NY,
ORD-00595,2025-08-08,F,Jeans,2,1156.51,Apple Pay,IL,
ORD-00596,2025-05-11,M,Sofa,3,2652.9,Credit Card,TX,
ORD-00597,2025-06-15,M,Bike,1,247.48,Credit Card,IL,In-Store
ORD-00598,2025-02-07,F,Blender,,8342.37,Apple Pay,IL,
ORD-00599,2025-09-16,F,Sneakers,9,1088.11,PayPal,FL,
ORD-00600,2025-04-20,F,,6,2084.24,Apple Pay,TX,
ORD-00601,2025-11-13,M,Desk,4,5705.82,Bank Transfer,IL,
ORD-00602,2025-11-25,M,Laptop,6,,PayPal,CA,Online
ORD-00603,2025-10-04,F,Blender,2,1182.19,Apple Pay,CA,Mobile
ORD-00604,2025-01-23,F,Microwave,9,6114.82,Apple Pay,NY,
ORD-00605,2025-03-27,M,Microwave,,,Credit Card,CA,Mobile
ORD-00606,2025-04-16,M,Sneakers,7,8797.49,Bank Transfer,CA,Online
ORD-00607,2025-01-20,F,Jacket,,,Credit Card,CA,In-Store
ORD-00608,2025-10-22,F,Smartphone,5,4229.82,PayPal,TX,
ORD-00609,2025-08-10,M,Tent,8,7621.77,Apple Pay,CA,Mobile
ORD-00610,2025-11-13,F,Treadmill,9,,Credit Card,IL,
ORD-00611,2025-02-24,M,,6,8361.06,Apple Pay,TX,
ORD-00612,2025-12-05,M,Tablet,8,,Credit Card,FL,
ORD-00613,2025-07-20,M,Jeans,4,887.38,Apple Pay,NY,
ORD-00614,2025-10-12,M,Desk,1,839.22,PayPal,CA,
ORD-00615,2025-10-03,F,Laptop,10,9030.49,Credit Card,TX,
ORD-00616,2025-11-27,F,Handbag,4,2522.91,PayPal,NY,
ORD-00617,2025-04-10,M,Sneakers,10,12554.28,Credit Card,NY,Online
ORD-00618,2025-02-07,M,Camera,8,7792.95,Apple Pay,CA,In-Store
ORD-00619,2025-09-07,M,Air Fryer,4,4375.49,Apple Pay,TX,
ORD-00620,2025-02-05,M,Sneakers,2,884.01,PayPal,TX,Mobile
ORD-00621,2025-06-06,F,Tent,6,5593.12,PayPal,IL,In-Store
ORD-00622,2025-06-10,M,Desk,,1887.11,PayPal,NY,Mobile
ORD-00623,2025-06-19,F,Dumbbell,6,1312.64,Bank Transfer,FL,
ORD-00624,2025-02-25,F,Dumbbell,5,3703.59,PayPal,IL,
ORD-00625,2025-04-11,M,Tablet,3,4017.36,Apple Pay,CA,In-Store
ORD-00626,2025-10-25,M,Laptop,9,8593.26,Bank Transfer,IL,
ORD-00627,2025-10-04,,Jacket,9,,,NY,
ORD-00628,2025-10-29,F,Blender,4,5357.31,Apple Pay,NY,
ORD-00629,2025-07-06,F,,9,1386.18,Credit Card,NY,
ORD-00630,2025-04-02,M,Jeans,3,2041.22,PayPal,FL,
ORD-00631,2025-04-29,F,Air Fryer,4,4587.92,Credit Card,TX,
ORD-00632,2025-09-23,F,Sofa,1,1009.51,Apple Pay,FL,
ORD-00633,2025-11-29,F,Tent,1,,Apple Pay,CA,Mobile
ORD-00634,2025-03-31,F,Desk,10,8256.38,Bank Transfer,FL,Online
ORD-00635,2025-07-12,M,Microwave,2,1569.32,PayPal,IL,
ORD-00636,2025-09-04,F,Dumbbell,6,4443.33,Credit Card,IL,Online
ORD-00637,2025-09-21,M,T-shirt,3,1081.16,Apple Pay,NY,
ORD-00638,2025-03-02,,Sneakers,3,1668.27,,FL,
ORD-00639,2025-09-03,F,Air Fryer,8,8154.72,PayPal,IL,Mobile
ORD-00640,2025-03-07,F,T-shirt,1,380.63,PayPal,NY,Mobile
ORD-00641,2025-05-13,F,,3,308.25,PayPal,IL,Online
ORD-00642,2025-12-05,M,Yoga Mat,10,9636.82,Apple Pay,CA,
ORD-00643,2025-09-04,M,T-shirt,10,14893.08,PayPal,NY,Online
ORD-00644,2025-04-04,F,Yoga Mat,3,3588.1,Apple Pay,NY,
ORD-00645,2025-04-28,M,Blender,10,,Bank Transfer,FL,Mobile
ORD-00646,2025-09-16,M,Jacket,1,319.48,Bank Transfer,NY,Online
ORD-00647,2025-11-04,F,Smartphone,8,10835.04,Credit Card,IL,
ORD-00648,2025-11-05,M,Laptop,8,7967.21,Credit Card,FL,
ORD-00649,2025-08-08,M,Dumbbell,1,1052.51,PayPal,FL,Online
ORD-00650,2025-12-23,F,Dumbbell,10,12108.39,Credit Card,FL,
ORD-00651,2025-02-12,M,Handbag,,9227.77,Apple Pay,,
ORD-00652,2025-01-04,F,Dumbbell,4,112.38,Credit Card,IL,Mobile
ORD-00653,2025-06-11,F,Headphones,4,4151.58,Bank Transfer,TX,
ORD-00654,2025-05-10,F,Smartphone,7,,Apple Pay,IL,In-Store
ORD-00655,2025-12-15,,Yoga Mat,6,5553.5,,NY,
ORD-00656,2025-07-09,F,Yoga Mat,9,6606.47,Bank Transfer,TX,
ORD-00657,2025-07-23,M,Microwave,6,6994.85,PayPal,CA,Mobile
ORD-00658,2025-09-18,F,T-shirt,3,505.24,Bank Transfer,TX,
ORD-00659,2025-01-03,F,Smartphone,7,10132.95,Credit Card,NY,
ORD-00660,2025-05-15,M,Yoga Mat,7,1053.14,PayPal,TX,In-Store
ORD-00661,2025-07-25,M,Camera,1,1092.25,Apple Pay,IL,
ORD-00662,2025-04-14,M,Smartphone,8,5357.43,Apple Pay,NY,
ORD-00663,2025-04-29,,Camera,9,7050.64,,CA,
ORD-00664,2025-02-14,,Sofa,1,1463.96,,FL,In-Store
ORD-00665,2025-09-23,F,Blender,7,6211.79,Credit Card,CA,In-Store
ORD-00666,2025-10-14,M,Camera,5,5473.43,Apple Pay,TX,Mobile
ORD-00667,2025-08-21,M,Sofa,10,14453.25,Bank Transfer,IL,
ORD-00668,2025-02-24,F,Tablet,3,1867.68,Credit Card,IL,In-Store
ORD-00669,2025-05-12,,Desk,2,2416.71,,FL,
ORD-00670,2025-06-23,M,Yoga Mat,8,9276.41,Bank Transfer,FL,
ORD-00671,2025-07-15,F,Headphones,2,803.15,PayPal,NY,
ORD-00672,2025-01-05,,Blender,6,4706.56,,NY,Online
ORD-00673,2025-06-25,M,Air Fryer,7,7119.51,Credit Card,IL,In-Store
ORD-00674,2025-10-21,F,T-shirt,6,3259.42,Apple Pay,NY,
ORD-00675,2025-05-04,F,T-shirt,4,1470.38,Apple Pay,NY,
ORD-00676,2025-07-02,M,Sneakers,4,5031.1,PayPal,CA,Mobile
ORD-00677,2025-10-05,M,Laptop,8,7427.71,Credit Card,,
ORD-00678,2025-10-22,F,Microwave,6,,Apple Pay,FL,In-Store
ORD-00679,2025-10-23,F,Jeans,5,3044.31,PayPal,CA,
ORD-00680,2025-06-27,F,Tent,9,613.73,Bank Transfer,NY,
ORD-00681,2025-12-19,F,Treadmill,9,6308.14,Credit Card,CA,
ORD-00682,2025-07-05,M,T-shirt,10,1691.07,Apple Pay,NY,
ORD-00683,2025-11-10,M,Sofa,5,,Apple Pay,TX,Online
ORD-00684,2025-12-25,F,T-shirt,7,2321.12,Apple Pay,TX,
ORD-00685,2025-03-09,M,Dumbbell,8,2289.89,PayPal,CA,Online
ORD-00686,2025-07-15,F,Sofa,9,,PayPal,NY,
ORD-00687,2025-09-13,F,T-shirt,1,281.38,PayPal,IL,
ORD-00688,2025-10-18,F,Blender,5,1957.21,Credit Card,,
ORD-00689,2025-05-11,,Smartphone,1,338.89,,CA,
ORD-00690,2025-10-14,,Dumbbell,5,2771.12,,TX,Online
ORD-00691,2025-12-14,F,Headphones,2,1079.23,PayPal,IL,
ORD-00692,2025-09-19,F,Handbag,6,3006.8,Bank Transfer,FL,
ORD-00693,2025-11-20,F,Headphones,10,,PayPal,NY,
ORD-00694,2025-02-06,M,Blender,10,8660.24,Credit Card,NY,
ORD-00695,2025-05-30,M,Sofa,6,2933.88,Apple Pay,IL,
ORD-00696,2025-07-05,,Dumbbell,,9406.73,,FL,In-Store
ORD-00697,2025-05-01,M,Sneakers,,205.06,Apple Pay,CA,
ORD-00698,2025-02-02,F,Sneakers,7,1207.18,Bank Transfer,IL,
ORD-00699,2025-02-12,M,Laptop,7,5568.46,Credit Card,TX,
ORD-00700,2025-05-07,F,Jacket,7,3345.08,Apple Pay,FL,Online
ORD-00701,2025-01-15,F,Sneakers,9,11349.06,Credit Card,TX,
ORD-00702,2025-10-04,F,Blender,8,11703.78,Apple Pay,IL,
ORD-00703,2025-11-02,M,Bike,9,2538.13,Bank Transfer,IL,
ORD-00704,2025-06-27,M,Yoga Mat,9,,Bank Transfer,IL,
ORD-00705,2025-07-31,F,Jacket,8,3805.16,Apple Pay,NY,
ORD-00706,2025-03-11,M,Air Fryer,1,794.51,Apple Pay,TX,
ORD-00707,2025-09-09,M,Yoga Mat,1,1037.9,Bank Transfer,TX,Online
ORD-00708,2025-01-04,M,Headphones,5,4517.83,Apple Pay,NY,
ORD-00709,2025-03-25,M,Yoga Mat,7,,Bank Transfer,FL,Online
ORD-00710,2025-05-03,F,Handbag,2,1289.83,Apple Pay,TX,
ORD-00711,2025-04-04,,Blender,4,5132.61,,TX,
ORD-00712,2025-12-25,F,Headphones,,6900.96,Bank Transfer,NY,
ORD-00713,2025-10-01,F,Air Fryer,3,280.37,Credit Card,NY,
ORD-00714,2025-08-13,M,Tablet,5,1025.29,Credit Card,NY,In-Store
ORD-00715,2025-06-25,M,Smartphone,,,Bank Transfer,TX,
ORD-00716,2025-01-17,F,Dumbbell,8,8411.71,Apple Pay,CA,
ORD-00717,2025-02-06,F,Jacket,,5839.83,Bank Transfer,NY,
ORD-00718,2025-03-04,F,Handbag,7,8720.69,PayPal,FL,In-Store
ORD-00719,2025-02-18,M,Bike,1,314.79,PayPal,FL,
ORD-00720,2025-01-22,F,Dumbbell,6,,Credit Card,TX,In-Store
ORD-00721,2025-01-27,M,Dumbbell,4,2213.73,PayPal,CA,
ORD-00722,2025-05-22,M,T-shirt,6,253.8,Credit Card,,
ORD-00723,2025-12-20,M,Jacket,1,879.99,Bank Transfer,IL,
ORD-00724,2025-09-13,M,Handbag,2,776.22,Credit Card,IL,
ORD-00725,2025-03-20,M,Air Fryer,1,546.17,Credit Card,NY,
ORD-00726,2025-11-27,M,Bike,,8837.28,Apple Pay,,
ORD-00727,2025-03-10,,Jacket,7,,,CA,In-Store
ORD-00728,2025-12-23,F,Tent,9,4105.6,Bank Transfer,NY,Online
ORD-00729,2025-08-28,F,Jeans,6,2994.29,Apple Pay,IL,In-Store
